first_num,id,text,memory,output,second_num
60,60_15,"			 https://dx.doi.org/10.1021/acs.jpclett.0c01444 J. Phys. Chem. Lett. 2020, 11, 5115-5119","{""perovskite_composition"": ""(FAPbI3)0.95(MAPbBr3)0.05"", ""electron_transport_layer"": ""TinOxide"", ""hole_transport_layer"": ""Spiro-OMeTAD"", ""structure_pin_nip"": ""NIP"", ""test_1"": {""stability_type"": null, ""passivating_molecule"": ""4-vinylbenzylammonium bromide"", ""humidity"": null, ""temperature"": null, ""time"": null, ""control_pce"": ""18.5"", ""treated_pce"": ""21.7"", ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": null}}","{""perovskite_composition"": ""(FAPbI3)0.95(MAPbBr3)0.05"", ""electron_transport_layer"": ""TinOxide"", ""hole_transport_layer"": ""Spiro-OMeTAD"", ""structure_pin_nip"": ""NIP"", ""test_1"": {""stability_type"": null, ""passivating_molecule"": ""4-vinylbenzylammonium bromide"", ""humidity"": null, ""temperature"": null, ""time"": null, ""control_pce"": ""18.5"", ""treated_pce"": ""21.7"", ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": null}}",15
61,61_19,"			 https://dx.doi.org/10.1021/acs.nanolett.9b04759Nano Lett. 2020, 20, 1296-1304","{""perovskite_composition"": ""MAPbI 3"", ""electron_transport_layer"": null, ""hole_transport_layer"": null, ""structure_pin_nip"": ""NIP"", ""test_1"": {""stability_type"": ""ISOST"", ""passivating_molecule"": null, ""humidity"": ""30"", ""temperature"": ""85"", ""time"": ""125"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""60""}, ""test_2"": {""stability_type"": null, ""passivating_molecule"": null, ""humidity"": ""40"", ""temperature"": ""room temperature"", ""time"": ""600"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""92""}}","{""perovskite_composition"": ""MAPbI 3"", ""electron_transport_layer"": null, ""hole_transport_layer"": null, ""structure_pin_nip"": ""NIP"", ""test_1"": {""stability_type"": ""ISOST"", ""passivating_molecule"": null, ""humidity"": ""30"", ""temperature"": ""85"", ""time"": ""125"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""60""}, ""test_2"": {""stability_type"": null, ""passivating_molecule"": null, ""humidity"": ""40"", ""temperature"": ""room temperature"", ""time"": ""600"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""92""}}",19
62,62_15, Table 1 1 Photovoltaic parameters of PSCs after different BAI treatment time. treatment time Jsc (mA/ Voc (V) FF (%) Champion PCE Average PCE (min) cm 2 ) (%) (%) 0 23.66 1.01 72.40 17.30 16.07 5 23.37 1.02 68.70 16.50 15.40 10 22.32 1.00 66.50 14.78 13.88 20 22.09 0.95 58.24 12.28 11.05 40 20.33 0.94 56.79 10.88 9.37 60 19.62 0.69 45.55 6.14 4.75,"{""perovskite_composition"": ""MAPbI 3"", ""electron_transport_layer"": null, ""hole_transport_layer"": null, ""structure_pin_nip"": ""NIP"", ""test_1"": {""stability_type"": ""ISOSL"", ""passivating_molecule"": ""butylammonium iodide"", ""humidity"": ""55"", ""temperature"": ""80"", ""time"": ""720"", ""control_pce"": null, ""treated_pce"": ""17.3"", ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""44"", ""efficiency_tret"": ""83""}, ""test_2"": {""stability_type"": ""ISOST"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""80"", ""time"": ""720"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""27"", ""efficiency_tret"": ""74""}}","{""perovskite_composition"": ""MAPbI 3"", ""electron_transport_layer"": null, ""hole_transport_layer"": null, ""structure_pin_nip"": ""NIP"", ""test_1"": {""stability_type"": ""ISOSL"", ""passivating_molecule"": ""butylammonium iodide"", ""humidity"": ""55"", ""temperature"": ""80"", ""time"": ""720"", ""control_pce"": null, ""treated_pce"": ""17.3"", ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""44"", ""efficiency_tret"": ""83""}, ""test_2"": {""stability_type"": ""ISOST"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""80"", ""time"": ""720"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""27"", ""efficiency_tret"": ""74""}}",15
63,63_28,"			 16163028, 2014, 21, Downloaded from https://onlinelibrary.wiley.com/doi/10.1002/adfm.201304022 by University Of California, Wiley Online Library on [07/11/2024]. See the Terms and Conditions (https://onlinelibrary.wiley.com/terms-and-conditions) on Wiley Online Library for rules of use; OA articles are governed by the applicable Creative Commons License","{""perovskite_composition"": ""MAPbI\u2083"", ""electron_transport_layer"": null, ""hole_transport_layer"": ""Spiro-OMeTAD"", ""structure_pin_nip"": null, ""test_1"": {""stability_type"": null, ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""100"", ""time"": null, ""control_pce"": null, ""treated_pce"": ""11.66"", ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": null}}","{""perovskite_composition"": ""MAPbI\u2083"", ""electron_transport_layer"": null, ""hole_transport_layer"": ""Spiro-OMeTAD"", ""structure_pin_nip"": null, ""test_1"": {""stability_type"": null, ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""100"", ""time"": null, ""control_pce"": null, ""treated_pce"": ""11.66"", ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": null}}",28
64,64_22," Table 1 . 1 PV Performance Parameters Extracted from the J-V Characteristics of p-i-n Solar Cells of the Control MAPI Absorber Device and of 2D/MAPI/2D-, 2D/MAPI-, and MAPI/2D-Based PSCs with 2.5 nm Thick PEA 2 PbI 4 2D Films perovskite structure V oc [mV] J sc [mA cm -2 ] FF [%] PCE [%] MAPI fwd 1057 22.7 77.2 18.6 rev 1056 22.7 78.5 18.9 2D/MAPI/2D fwd 1050 20.1 65.5 13.9 rev 1050 20.6 66.0 14.3 2D/MAPI fwd 1054 22.1 78.4 18.3 rev 1051 22.1 78.6 18.3 MAPI/2D fwd 1062 21.7 73.5 17.0 rev 1061 21.8 76.6 17.7","{""perovskite_composition"": ""MAPbI3"", ""electron_transport_layer"": ""C60"", ""hole_transport_layer"": ""molybdenum oxide"", ""structure_pin_nip"": ""PIN"", ""test_1"": {""stability_type"": null, ""passivating_molecule"": ""phenethylammonium lead iodide"", ""humidity"": null, ""temperature"": null, ""time"": null, ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": null}}","{""perovskite_composition"": ""MAPbI3"", ""electron_transport_layer"": ""C60"", ""hole_transport_layer"": ""molybdenum oxide"", ""structure_pin_nip"": ""PIN"", ""test_1"": {""stability_type"": null, ""passivating_molecule"": ""phenethylammonium lead iodide"", ""humidity"": null, ""temperature"": null, ""time"": null, ""control_pce"": ""18.6"", ""treated_pce"": ""18.3"", ""control_voc"": ""1.057"", ""treated_voc"": ""1.054"", ""efficiency_cont"": null, ""efficiency_tret"": null}}",22
65,65_28,"			 Wiley-VCH Verlag GmbH & Co. KGaA, Weinheim  Angew. Chem. Int. Ed. 2014, 53, 11232 -11235   15213773, 2014, 42, Downloaded from  https://onlinelibrary.wiley.com/doi/10.1002/anie.201406466 by University Of California, Wiley Online Library on [07/11/2024]. See the Terms and Conditions (https://onlinelibrary.wiley.com/terms-and-conditions) on Wiley Online Library for rules of use; OA articles are governed by the applicable Creative Commons License","{""perovskite_composition"": ""MAPbI3"", ""electron_transport_layer"": null, ""hole_transport_layer"": ""Spiro-OMeTAD"", ""structure_pin_nip"": null, ""test_1"": {""stability_type"": null, ""passivating_molecule"": null, ""humidity"": null, ""temperature"": null, ""time"": null, ""control_pce"": null, ""treated_pce"": ""4.73"", ""control_voc"": null, ""treated_voc"": ""1.18"", ""efficiency_cont"": null, ""efficiency_tret"": null}}","{""perovskite_composition"": ""MAPbI3"", ""electron_transport_layer"": null, ""hole_transport_layer"": ""Spiro-OMeTAD"", ""structure_pin_nip"": null, ""test_1"": {""stability_type"": null, ""passivating_molecule"": null, ""humidity"": null, ""temperature"": null, ""time"": null, ""control_pce"": null, ""treated_pce"": ""4.73"", ""control_voc"": null, ""treated_voc"": ""1.18"", ""efficiency_cont"": null, ""efficiency_tret"": null}}",28
66,66_32,"			 https://doi.org/10.1021/acsami.1c14720 ACS Appl. Mater. Interfaces 2022, 14, 5159-5167","{""perovskite_composition"": ""Cs0.15FA0.85PbI2.55Br0.45"", ""electron_transport_layer"": null, ""hole_transport_layer"": null, ""structure_pin_nip"": null, ""test_1"": {""stability_type"": ""ISOSD1"", ""passivating_molecule"": null, ""humidity"": ""30+-3"", ""temperature"": ""21+-2"", ""time"": ""1566"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""93"", ""efficiency_tret"": null}, ""test_2"": {""stability_type"": ""ISOSD3"", ""passivating_molecule"": null, ""humidity"": ""85"", ""temperature"": ""85"", ""time"": ""48"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""32"", ""efficiency_tret"": ""95""}, ""test_3"": {""stability_type"": ""ISOSO3"", ""passivating_molecule"": null, ""humidity"": ""60-100"", ""temperature"": null, ""time"": ""4380"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""49"", ""efficiency_tret"": ""99""}}","{""perovskite_composition"": ""Cs0.15FA0.85PbI2.55Br0.45"", ""electron_transport_layer"": null, ""hole_transport_layer"": null, ""structure_pin_nip"": null, ""test_1"": {""stability_type"": ""ISOSD1"", ""passivating_molecule"": null, ""humidity"": ""30+-3"", ""temperature"": ""21+-2"", ""time"": ""1566"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""93"", ""efficiency_tret"": null}, ""test_2"": {""stability_type"": ""ISOSD3"", ""passivating_molecule"": null, ""humidity"": ""85"", ""temperature"": ""85"", ""time"": ""48"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""32"", ""efficiency_tret"": ""95""}, ""test_3"": {""stability_type"": ""ISOSO3"", ""passivating_molecule"": null, ""humidity"": ""60-100"", ""temperature"": null, ""time"": ""4380"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""49"", ""efficiency_tret"": ""99""}}",32
67,67_63," 2 /phenyl-C 61 -butyric acid methyl ester/FA 0.83 Cs 0.17 PbI 2.7 Br 0. 3  / polybisphenyl(trimethylphenyl)amine/Au structure. d, Data comparing MPPtracked PSCs using constant 1-sun intensity and light cycling. The light-cycled device produced 96% of its initial efficiency on average throughout the 250-h test, whereas the device under constant illumination produced only 88% of its initial efficiency on average. PCE, power conversion efficiency; SPO, stabilized power output. Panels a and b reprinted with permission from ref. 10, AAAS. Panel c reprinted from ref. 180, Springer Nature Limited. Panel d reprinted from ref. 175, Springer Nature Limited.","{""perovskite_composition"": ""FA0.83Cs0.17PbI2.7Br0.3"", ""electron_transport_layer"": ""TinOxide"", ""hole_transport_layer"": ""polybisphenyl(trimethylphenyl)amine"", ""structure_pin_nip"": ""PIN"", ""test_1"": {""stability_type"": ""ISOSLT"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": null, ""time"": ""250"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""96""}, ""test_2_2"": {""stability_type"": ""ISOSL2"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""85"", ""time"": ""800"", ""control_pce"": null, ""treated_pce"": ""21.3"", ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""95""}, ""test_2"": {""stability_type"": null, ""passivating_molecule"": null, ""humidity"": null, ""temperature"": null, ""time"": ""20"", ""control_pce"": null, ""treated_pce"": ""21.1"", ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""90""}, ""test_3"": {""stability_type"": ""ISOSD1"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": null, ""time"": ""500"", ""control_pce"": null, ""treated_pce"": ""7"", ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""100""}}","{""perovskite_composition"": ""FA0.83Cs0.17PbI2.7Br0.3"", ""electron_transport_layer"": ""TinOxide"", ""hole_transport_layer"": ""polybisphenyl(trimethylphenyl)amine"", ""structure_pin_nip"": ""PIN"", ""test_1"": {""stability_type"": ""ISOSLT"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": null, ""time"": ""250"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""96""}, ""test_2_2"": {""stability_type"": ""ISOSL2"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""85"", ""time"": ""800"", ""control_pce"": null, ""treated_pce"": ""21.3"", ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""95""}, ""test_2"": {""stability_type"": null, ""passivating_molecule"": null, ""humidity"": null, ""temperature"": null, ""time"": ""20"", ""control_pce"": null, ""treated_pce"": ""21.1"", ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""90""}, ""test_3"": {""stability_type"": ""ISOSD1"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": null, ""time"": ""500"", ""control_pce"": null, ""treated_pce"": ""7"", ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": ""100""}}",63
68,68_47,			 NATURE COMMUNICATIONS | 8:13938 | DOI: 10.1038/ncomms13938 | www.nature.com/naturecommunications,"{""perovskite_composition"": ""MAPbI 3"", ""electron_transport_layer"": ""aluminium-doped zinc oxide / tin oxide bilayer"", ""hole_transport_layer"": ""PEDOT:PSS"", ""structure_pin_nip"": ""NIP"", ""test_1"": {""stability_type"": ""ISOSLT"", ""passivating_molecule"": null, ""humidity"": ""50"", ""temperature"": ""23"", ""time"": ""4300"", ""control_pce"": null, ""treated_pce"": ""12.8"", ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""0"", ""efficiency_tret"": ""100""}, ""test_2"": {""stability_type"": ""ISOSLT"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""60"", ""time"": ""1032"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""0"", ""efficiency_tret"": ""99""}}","{""perovskite_composition"": ""MAPbI 3"", ""electron_transport_layer"": ""aluminium-doped zinc oxide / tin oxide bilayer"", ""hole_transport_layer"": ""PEDOT:PSS"", ""structure_pin_nip"": ""NIP"", ""test_1"": {""stability_type"": ""ISOSLT"", ""passivating_molecule"": null, ""humidity"": ""50"", ""temperature"": ""23"", ""time"": ""4300"", ""control_pce"": null, ""treated_pce"": ""12.8"", ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""0"", ""efficiency_tret"": ""100""}, ""test_2"": {""stability_type"": ""ISOSLT"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""60"", ""time"": ""1032"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""0"", ""efficiency_tret"": ""99""}}",47
69,69_17,"			 ACS Appl. Mater. Interfaces 2018, 10, 6006-6013","{""perovskite_composition"": ""MAPbI 3"", ""electron_transport_layer"": ""Tin Oxide Grown by S-ALD"", ""hole_transport_layer"": ""PEDOT:PSS"", ""structure_pin_nip"": ""PIN"", ""test_1"": {""stability_type"": ""ISOSL"", ""passivating_molecule"": null, ""humidity"": ""60"", ""temperature"": ""25"", ""time"": ""1000"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""0"", ""efficiency_tret"": ""90""}}","{""perovskite_composition"": ""MAPbI 3"", ""electron_transport_layer"": ""Tin Oxide Grown by S-ALD"", ""hole_transport_layer"": ""PEDOT:PSS"", ""structure_pin_nip"": ""PIN"", ""test_1"": {""stability_type"": ""ISOSL"", ""passivating_molecule"": null, ""humidity"": ""60"", ""temperature"": ""25"", ""time"": ""1000"", ""control_pce"": null, ""treated_pce"": null, ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": ""0"", ""efficiency_tret"": ""90""}}",17
70,70_23,"			 DOI: 10.1021/acsnano.6b02613 ACS Nano 2016, 10, 6306-6314","{""perovskite_composition"": ""FA0.83MA0.17Pb-(I0.83Br0.17)3"", ""electron_transport_layer"": ""TinOxide"", ""hole_transport_layer"": ""Spiro-OMeTAD"", ""structure_pin_nip"": ""NIP"", ""test_1"": {""stability_type"": ""ISOST"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""75"", ""time"": ""15"", ""control_pce"": null, ""treated_pce"": ""19.4"", ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": null}, ""test_2"": {""stability_type"": ""ISOST"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""20"", ""time"": null, ""control_pce"": null, ""treated_pce"": ""17.7"", ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": null}}","{""perovskite_composition"": ""FA0.83MA0.17Pb-(I0.83Br0.17)3"", ""electron_transport_layer"": ""TinOxide"", ""hole_transport_layer"": ""Spiro-OMeTAD"", ""structure_pin_nip"": ""NIP"", ""test_1"": {""stability_type"": ""ISOST"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""75"", ""time"": ""15"", ""control_pce"": null, ""treated_pce"": ""19.4"", ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": null}, ""test_2"": {""stability_type"": ""ISOST"", ""passivating_molecule"": null, ""humidity"": null, ""temperature"": ""20"", ""time"": null, ""control_pce"": null, ""treated_pce"": ""17.7"", ""control_voc"": null, ""treated_voc"": null, ""efficiency_cont"": null, ""efficiency_tret"": null}}",23
