passage,sentence,DOI
"All-perovskite tandem solar cells with improved grain surface passivation
Angle-dependent XPS characterizations were performed with a PHI 5600 ultrahigh vacuum system with a hemispherical electron energy analyser, an Al Kα source (1,486.6 eV, PHI 04-548 dual anode X-ray source) for excitation and a pass energy of 23.5 eV for XPS acquisition  28  Optical absorption measurements were carried out on a Lambda 950 UV/Vis spectrophotometer",Optical absorption measurements were carried out on a Lambda 950 UV/Vis spectrophotometer,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
Optical absorption measurements were carried out on a Lambda 950 UV/Vis spectrophotometerTransient photovoltage decays were measured on a home-made system",Transient photovoltage decays were measured on a home-made system,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
Transient photovoltage decays were measured on a home-made systemA 540 nm green LED was used to modulate V oc with a constant light bias and the repetition rate was set to 2,000 Hz","A 540 nm green LED was used to modulate V oc with a constant light bias and the repetition rate was set to 2,000 Hz",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
A 540 nm green LED was used to modulate V oc with a constant light bias and the repetition rate was set to 2,000 HzA white LED was illuminated on the active area of the solar cell under study for constant light bias",A white LED was illuminated on the active area of the solar cell under study for constant light bias,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
A white LED was illuminated on the active area of the solar cell under study for constant light biasThe intensity of the pulsed illumination was set in such a way that the modulated V oc was approximately 10 mV, to ensure a perturbation regime","The intensity of the pulsed illumination was set in such a way that the modulated V oc was approximately 10 mV, to ensure a perturbation regime",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The intensity of the pulsed illumination was set in such a way that the modulated V oc was approximately 10 mV, to ensure a perturbation regimeThe open circuit voltage transient, induced by the light perturbation, was measured with a digital oscilloscope set to an input impedance of 1 MΩ","The open circuit voltage transient, induced by the light perturbation, was measured with a digital oscilloscope set to an input impedance of 1 MΩ",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The open circuit voltage transient, induced by the light perturbation, was measured with a digital oscilloscope set to an input impedance of 1 MΩThe charge recombination lifetime was fitted by a single exponential decay",The charge recombination lifetime was fitted by a single exponential decay,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The charge recombination lifetime was fitted by a single exponential decaySteady-state PL and time-resolved PL were measured using a Horiba Fluorolog time-correlated single-photon-counting system with photomultiplier tube detectors",Steady-state PL and time-resolved PL were measured using a Horiba Fluorolog time-correlated single-photon-counting system with photomultiplier tube detectors,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
Steady-state PL and time-resolved PL were measured using a Horiba Fluorolog time-correlated single-photon-counting system with photomultiplier tube detectorsThe light was illuminated onto the top surface of the perovskite film",The light was illuminated onto the top surface of the perovskite film,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The light was illuminated onto the top surface of the perovskite filmFor steady-state PL measurements, the excitation source was a monochromated Xe lamp (peak wavelength at 520 nm with a line width of 2 nm)","For steady-state PL measurements, the excitation source was a monochromated Xe lamp (peak wavelength at 520 nm with a line width of 2 nm)",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
For steady-state PL measurements, the excitation source was a monochromated Xe lamp (peak wavelength at 520 nm with a line width of 2 nm)For time-resolved PL, the excitation source was a green laser diode (λ = 510 nm) with an excitation power density of 5 mW cm -2 ","For time-resolved PL, the excitation source was a green laser diode (λ = 510 nm) with an excitation power density of 5 mW cm -2 ",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
For time-resolved PL, the excitation source was a green laser diode (λ = 510 nm) with an excitation power density of 5 mW cm -2 The PL decay curves were fitted with biexponential components to obtain fast and slow decay lifetimes",The PL decay curves were fitted with biexponential components to obtain fast and slow decay lifetimes,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The PL decay curves were fitted with biexponential components to obtain fast and slow decay lifetimesThe mean carrier lifetimes τ for the biexponential fit were calculated by the weighted average method",The mean carrier lifetimes τ for the biexponential fit were calculated by the weighted average method,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The mean carrier lifetimes τ for the biexponential fit were calculated by the weighted average methodToF-SIMS was performed using ToF-SIMS6 from IONTOF GmbH",ToF-SIMS was performed using ToF-SIMS6 from IONTOF GmbH,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
ToF-SIMS was performed using ToF-SIMS6 from IONTOF GmbHSamples were analysed in the dual-beam profiling mode",Samples were analysed in the dual-beam profiling mode,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
Samples were analysed in the dual-beam profiling modeAll profiles were performed in the non-interlaced mode",All profiles were performed in the non-interlaced mode,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
All profiles were performed in the non-interlaced modeSpectral data were acquired in the high mass-resolution mode",Spectral data were acquired in the high mass-resolution mode,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
Spectral data were acquired in the high mass-resolution modeThe primary ion for analysis was 30 keV Bi 3+ at 0.3 pA (with Bi liquid metal ion source)",The primary ion for analysis was 30 keV Bi 3+ at 0.3 pA (with Bi liquid metal ion source),https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The primary ion for analysis was 30 keV Bi 3+ at 0.3 pA (with Bi liquid metal ion source)This ion beam was applied over a 50 × 50 μm 2 area at the centre of the sputter crater",This ion beam was applied over a 50 × 50 μm 2 area at the centre of the sputter crater,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
This ion beam was applied over a 50 × 50 μm 2 area at the centre of the sputter craterThe sputter ion was 1 keV Ar + at 120 nA (with Ar electron impact ion source)",The sputter ion was 1 keV Ar + at 120 nA (with Ar electron impact ion source),https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The sputter ion was 1 keV Ar + at 120 nA (with Ar electron impact ion source)A 200 × 200 μm 2 sputter crater was used",A 200 × 200 μm 2 sputter crater was used,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
A 200 × 200 μm 2 sputter crater was usedDuring the sputtering process, the mass spectra in the same layer were consistent and different layers had well-defined profiles, which means that beam damage was not observed","During the sputtering process, the mass spectra in the same layer were consistent and different layers had well-defined profiles, which means that beam damage was not observed",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
During the sputtering process, the mass spectra in the same layer were consistent and different layers had well-defined profiles, which means that beam damage was not observedThe MA cation, FA cation, CF3-PA cation, Pb + and Sn + were identified based on masses of 32.0483 amu, 45.0430 amu, 162.0551 amu, 207.9715 amu and 119.8997 amu, respectively","The MA cation, FA cation, CF3-PA cation, Pb + and Sn + were identified based on masses of 32.0483 amu, 45.0430 amu, 162.0551 amu, 207.9715 amu and 119.8997 amu, respectively",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The MA cation, FA cation, CF3-PA cation, Pb + and Sn + were identified based on masses of 32.0483 amu, 45.0430 amu, 162.0551 amu, 207.9715 amu and 119.8997 amu, respectivelyThe EQE values of CF3-PA device are substantially higher than those of previous works at wavelengths above 800 nm, mainly due to the use of thicker absorber while maintaining sufficient carrier transport","The EQE values of CF3-PA device are substantially higher than those of previous works at wavelengths above 800 nm, mainly due to the use of thicker absorber while maintaining sufficient carrier transport",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The EQE values of CF3-PA device are substantially higher than those of previous works at wavelengths above 800 nm, mainly due to the use of thicker absorber while maintaining sufficient carrier transportIt is noted that such a high J sc value is obtained herein together with high V oc and FF even when using a 1,200 nm absorber","It is noted that such a high J sc value is obtained herein together with high V oc and FF even when using a 1,200 nm absorber",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
It is noted that such a high J sc value is obtained herein together with high V oc and FF even when using a 1,200 nm absorberb, Reverse and forward J-V curves of the champion CF3-PA mixed Pb-Sn solar cell","b, Reverse and forward J-V curves of the champion CF3-PA mixed Pb-Sn solar cell",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
b, Reverse and forward J-V curves of the champion CF3-PA mixed Pb-Sn solar cellc, The steady-state PCE of the champion CF3-PA device","c, The steady-state PCE of the champion CF3-PA device",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
c, The steady-state PCE of the champion CF3-PA deviceFig",Fig,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
Fig1 | 1 Fig",1 | 1 Fig,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
1 | 1 Fig1 | Interaction between passivator and Pb-Sn perovskite surface",1 | Interaction between passivator and Pb-Sn perovskite surface,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
1 | Interaction between passivator and Pb-Sn perovskite surfacea, The molecular structures of three passivators (PEA, PA and CF3-PA)","a, The molecular structures of three passivators (PEA, PA and CF3-PA)",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
a, The molecular structures of three passivators (PEA, PA and CF3-PA)PA and CF3-PA exhibit molecular structures similar to that of PEA, but without any alkyl chain between the benzene ring and ammonium group","PA and CF3-PA exhibit molecular structures similar to that of PEA, but without any alkyl chain between the benzene ring and ammonium group",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
PA and CF3-PA exhibit molecular structures similar to that of PEA, but without any alkyl chain between the benzene ring and ammonium groupCorresponding Gaussian calculated electrostatic potentials (φ) are shown",Corresponding Gaussian calculated electrostatic potentials (φ) are shown,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
Corresponding Gaussian calculated electrostatic potentials (φ) are shownThe right colour bar from red to blue marks the increase of electropositivity",The right colour bar from red to blue marks the increase of electropositivity,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The right colour bar from red to blue marks the increase of electropositivityb, Schematic diagram of the interaction between ammonium cations with the acceptor-like defects, that is, formamidinium (FA) vacancy (V FA ), methylammonium (MA) vacancy (V MA ), Sn vacancy (V Sn ), Pb vacancy (V Pb ), I substituted at Sn site (I Sn ) and I substituted at Pb site (I Pb )","b, Schematic diagram of the interaction between ammonium cations with the acceptor-like defects, that is, formamidinium (FA) vacancy (V FA ), methylammonium (MA) vacancy (V MA ), Sn vacancy (V Sn ), Pb vacancy (V Pb ), I substituted at Sn site (I Sn ) and I substituted at Pb site (I Pb )",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
b, Schematic diagram of the interaction between ammonium cations with the acceptor-like defects, that is, formamidinium (FA) vacancy (V FA ), methylammonium (MA) vacancy (V MA ), Sn vacancy (V Sn ), Pb vacancy (V Pb ), I substituted at Sn site (I Sn ) and I substituted at Pb site (I Pb )Both the A-I and B-I terminated (001) perovskite surfaces are considered",Both the A-I and B-I terminated (001) perovskite surfaces are considered,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
Both the A-I and B-I terminated (001) perovskite surfaces are consideredc, Ab initio molecular dynamics snapshots and top views of the CF3-PA, PA and PEA adsorbed perovskite surfaces at a temperature of 400 K","c, Ab initio molecular dynamics snapshots and top views of the CF3-PA, PA and PEA adsorbed perovskite surfaces at a temperature of 400 K",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
c, Ab initio molecular dynamics snapshots and top views of the CF3-PA, PA and PEA adsorbed perovskite surfaces at a temperature of 400 KF atoms, green; N atoms in PA and PEA cations, red","F atoms, green; N atoms in PA and PEA cations, red",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
F atoms, green; N atoms in PA and PEA cations, redThe desorbed molecules are highlighted with blue dashed circles in the top views",The desorbed molecules are highlighted with blue dashed circles in the top views,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The desorbed molecules are highlighted with blue dashed circles in the top viewsd, The number of adsorbed molecules for CF3-PA, PA and PEA at temperatures of 300 and 400 K","d, The number of adsorbed molecules for CF3-PA, PA and PEA at temperatures of 300 and 400 K",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
d, The number of adsorbed molecules for CF3-PA, PA and PEA at temperatures of 300 and 400 KA molecule number of 16 represents complete surface coverage in the simulation unit",A molecule number of 16 represents complete surface coverage in the simulation unit,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
A molecule number of 16 represents complete surface coverage in the simulation unite, The binding energy (E b ) between passivators and various acceptor-like defects.","e, The binding energy (E b ) between passivators and various acceptor-like defects.",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
e, The binding energy (E b ) between passivators and various acceptor-like defects.2 1Fig",2 1Fig,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
2 1Fig2 | 22 Fig",2 | 22 Fig,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
2 | 22 Fig2 | PV performance of Pb-Sn perovskite solar cells",2 | PV performance of Pb-Sn perovskite solar cells,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
2 | PV performance of Pb-Sn perovskite solar cellsa, PV parameters of devices with different passivating agents (15 devices for each type)","a, PV parameters of devices with different passivating agents (15 devices for each type)",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
a, PV parameters of devices with different passivating agents (15 devices for each type)b, c, Representative J-V (b) and EQE (c) curves of CF3-PA devices with absorber","b, c, Representative J-V (b) and EQE (c) curves of CF3-PA devices with absorber",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
b, c, Representative J-V (b) and EQE (c) curves of CF3-PA devices with absorberFig",Fig,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
Fig3 | 3 Fig",3 | 3 Fig,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
3 | 3 Fig3 | Characterization of mixed Pb-Sn perovskite films with passivating agents",3 | Characterization of mixed Pb-Sn perovskite films with passivating agents,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
3 | Characterization of mixed Pb-Sn perovskite films with passivating agentsa, b, SEM images of the control (a) and CF3-PA (b) perovskite films","a, b, SEM images of the control (a) and CF3-PA (b) perovskite films",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
a, b, SEM images of the control (a) and CF3-PA (b) perovskite filmsc, XRD patterns of the control, PEA, PA and CF3-PA perovskite films","c, XRD patterns of the control, PEA, PA and CF3-PA perovskite films",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
c, XRD patterns of the control, PEA, PA and CF3-PA perovskite filmsa.u., arbitrary units","a.u., arbitrary units",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
a.u., arbitrary unitsd, e, Steady-state (d) and time-resolved (e) PL spectra of the control, PEA, PA and CF3-PA perovskite films","d, e, Steady-state (d) and time-resolved (e) PL spectra of the control, PEA, PA and CF3-PA perovskite films",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
d, e, Steady-state (d) and time-resolved (e) PL spectra of the control, PEA, PA and CF3-PA perovskite filmsf, Mobilities and diffusion lengths of the CF3-PA and control Pb-Sn perovskite films.","f, Mobilities and diffusion lengths of the CF3-PA and control Pb-Sn perovskite films.",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
f, Mobilities and diffusion lengths of the CF3-PA and control Pb-Sn perovskite films.2 )Fig",2 )Fig,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
2 )Fig4 | 24 Fig",4 | 24 Fig,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
4 | 24 Fig4 | PV performance and stability of all-perovskite tandem solar cells with CF3-PA additive",4 | PV performance and stability of all-perovskite tandem solar cells with CF3-PA additive,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
4 | PV performance and stability of all-perovskite tandem solar cells with CF3-PA additivea, Cross-sectional SEM image of an all-perovskite tandem solar cell","a, Cross-sectional SEM image of an all-perovskite tandem solar cell",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
a, Cross-sectional SEM image of an all-perovskite tandem solar cellb, c, J-V (b) and EQE (c) curves of tandem cells with back subcell thicknesses of 750, 900 and 1,200 nm.d, e, J-V (d) and EQE and total absorptance (1-R) (e) curves of the best tandem device (with aperture area of 0.049 cm 2 ) with approximately 1.2-μm-thick Pb-Sn perovskite absorber layer","b, c, J-V (b) and EQE (c) curves of tandem cells with back subcell thicknesses of 750, 900 and 1,200 nm.d, e, J-V (d) and EQE and total absorptance (1-R) (e) curves of the best tandem device (with aperture area of 0.049 cm 2 ) with approximately 1.2-μm-thick Pb-Sn perovskite absorber layer",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
b, c, J-V (b) and EQE (c) curves of tandem cells with back subcell thicknesses of 750, 900 and 1,200 nm.d, e, J-V (d) and EQE and total absorptance (1-R) (e) curves of the best tandem device (with aperture area of 0.049 cm 2 ) with approximately 1.2-μm-thick Pb-Sn perovskite absorber layerR is the primary optical reflectance measured from the front glass side",R is the primary optical reflectance measured from the front glass side,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
R is the primary optical reflectance measured from the front glass sidef, J-V curve of a large-area tandem device (aperture area = 1.05 cm 2 )","f, J-V curve of a large-area tandem device (aperture area = 1.05 cm 2 )",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
f, J-V curve of a large-area tandem device (aperture area = 1.05 cm 2 )g, Continuous MPP tracking of the encapsulated CF3-PA and control tandem solar cells (with","g, Continuous MPP tracking of the encapsulated CF3-PA and control tandem solar cells (with",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
g, Continuous MPP tracking of the encapsulated CF3-PA and control tandem solar cells (withExtended Data Fig",Extended Data Fig,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
Extended Data Fig1 | 1 Optical simulation of all-perovskite tandem solar cells",1 | 1 Optical simulation of all-perovskite tandem solar cells,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
1 | 1 Optical simulation of all-perovskite tandem solar cellsThe implied photocurrent density ( J sc ) of tandems was calculated as function of wide-bandgap and narrow-bandgap perovskite layer thicknesses",The implied photocurrent density ( J sc ) of tandems was calculated as function of wide-bandgap and narrow-bandgap perovskite layer thicknesses,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The implied photocurrent density ( J sc ) of tandems was calculated as function of wide-bandgap and narrow-bandgap perovskite layer thicknessesExtended Data Fig",Extended Data Fig,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
Extended Data Fig2 | PCEs of mixed Pb-Sn perovskite solar cells with various concentrations of passivating agents",2 | PCEs of mixed Pb-Sn perovskite solar cells with various concentrations of passivating agents,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
2 | PCEs of mixed Pb-Sn perovskite solar cells with various concentrations of passivating agentsa, PEA; b, PA; c, CF3-PA","a, PEA; b, PA; c, CF3-PA",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
a, PEA; b, PA; c, CF3-PAThe absorber layer thickness is ~1,200 nm","The absorber layer thickness is ~1,200 nm",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The absorber layer thickness is ~1,200 nmExtended Data Fig",Extended Data Fig,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
Extended Data Fig3 | Performance of control and CF3-PA mixed Pb-Sn perovskite solar cells with various absorber thicknesses",3 | Performance of control and CF3-PA mixed Pb-Sn perovskite solar cells with various absorber thicknesses,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
3 | Performance of control and CF3-PA mixed Pb-Sn perovskite solar cells with various absorber thicknessesFor regular thinner Pb-Sn perovskite solar cells (thicknesses of 750 and 900 nm), the diffusion lengths are sufficiently long to ensure charge transport within devices","For regular thinner Pb-Sn perovskite solar cells (thicknesses of 750 and 900 nm), the diffusion lengths are sufficiently long to ensure charge transport within devices",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
For regular thinner Pb-Sn perovskite solar cells (thicknesses of 750 and 900 nm), the diffusion lengths are sufficiently long to ensure charge transport within devicesThis agrees with the finding that no obvious improvement was observed in regular thinner devices after we added the CF3-PA passivating agent",This agrees with the finding that no obvious improvement was observed in regular thinner devices after we added the CF3-PA passivating agent,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
This agrees with the finding that no obvious improvement was observed in regular thinner devices after we added the CF3-PA passivating agentThe abrupt drop in performance at the thickness of 1.45 μm comes because the precursor solution fails to form high-quality films, a result of finite solubility of metal halides in DMF/DMSO solvent","The abrupt drop in performance at the thickness of 1.45 μm comes because the precursor solution fails to form high-quality films, a result of finite solubility of metal halides in DMF/DMSO solvent",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
The abrupt drop in performance at the thickness of 1.45 μm comes because the precursor solution fails to form high-quality films, a result of finite solubility of metal halides in DMF/DMSO solventExtended Data Fig",Extended Data Fig,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
Extended Data Fig4 | Performance of champion mixed Pb-Sn perovskite solar cells",4 | Performance of champion mixed Pb-Sn perovskite solar cells,https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
4 | Performance of champion mixed Pb-Sn perovskite solar cellsa, EQE spectra of champion control and CF3-PA mixed Pb-Sn solar cells.","a, EQE spectra of champion control and CF3-PA mixed Pb-Sn solar cells.",https://doi.org/10.1038/s41586-021-04372-8
"All-perovskite tandem solar cells with improved grain surface passivation
a, EQE spectra of champion control and CF3-PA mixed Pb-Sn solar cells.The devices have aperture area of 0.049 cm 2 .",The devices have aperture area of 0.049 cm 2 .,https://doi.org/10.1038/s41586-021-04372-8
