Unnamed: 0,perovskite_composition,electron_transport_layer,pin_nip_structure,hole_transport_layer,passivating_molecule,control_pce,control_voc,treated_pce,treated_voc,test_1,test_2,structure_pin_nip,treated_jsc,treated_ff,test_3,test_4,test_5,test_6,test_7,test_8,test_9,test_10,control_jsc,control_ff,control_pec,treated_eqe,treated_stabilized_pce,control_fill_factor,treated_fill_factor,controljsc,treatedjsc,treated_hysteresis_index,binding_energy,fill_factor,treated_iscc,IUPAC_passivator,passivator_smiles
219,,,,,4-sulfobenzoic acid monopotassium salt (K-SBA),22.27,1.13,24.56,1.181,"{'stability_type': 'Stability at 85°C in nitrogen environment', 'temperature': 85, 'time': 1000, 'humidity': None, 'retained_proportion_cont': 76.4, 'retained_proportion_tret': 90.0}","{'stability_type': 'Stability at 50% humidity and 25°C', 'temperature': 25, 'time': 1200, 'humidity': 50, 'retained_proportion_cont': 82.0, 'retained_proportion_tret': 90.0}",,,,"{'stability_type': 'Stability under continuous light exposure', 'temperature': '50-60', 'time': 500, 'humidity': None, 'retained_proportion_cont': 90.0, 'retained_proportion_tret': 90.0}",,,,,,,,,,,,,,,,,,,,,4-Sulfobenzoic acid monopotassium salt,[K+].S(=O)(=O)([O-])C1=CC=C(C(=O)O)C=C1
221,CsPbI2Br,SnO2,NIP,Carbon,N-(4-cyanophenyl)guanidine (NG),10.24,1.1,12.89,1.22,"{'test_name': 'Stability under nitrogen atmosphere', 'temperature': 60, 'time': '60 days', 'humidity': 'dry', 'retained_percentage_cont': 70, 'retained_percentage_tret': 90}","{'test_name': 'Stability under ambient conditions', 'temperature': 80, 'time': '30 days', 'humidity': '30% relative humidity', 'retained_percentage_cont': 70, 'retained_percentage_tret': 90}",,,,,,,,,,,,,,,,,,,,,,,,,N-(4-Cyanophenyl)guanidine,C(#N)C1=CC=C(C=C1)NC(=N)N
223,FA0.95MA0.05Pb(I0.95Br0.05)3,Spiro-OMeTAD,NIP,Spiro-OMeTAD,OA-TFSI,19.1,0.97,22.1,1.13,"{'test_name': 'Humidity stability', 'temperature': 303, 'time': 1500, 'humidity': 50, 'retained_percentage_cont': 100, 'retained_percentage_tret': 100}",,,,0.79,,,,,,,,,,,,,,,,,,,,,,Oleylamine trifluoromethanesulfonate,FC(S(=O)(=O)O)(F)F.C(CCCCCCC\C=C/CCCCCCCC)N
225,,TiO2,n-i-p,NiOx,CH3NH3PbI3,13.7,0.8210000000000001,17.5,1.102,"{'test_name': 'ISOS-D', 'temperature': 1000, 'time': 1000, 'humidity': 50, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,methylammonium lead iodide,[Pb](I)I.C[NH3+]
228,,,,,SiO2,,,,,"{'test_name': 'ISOS-D', 'temperature': 25, 'time': 2000, 'humidity': None, 'retained_percentage_cont': 85, 'retained_percentage_tret': 80}",,,,,,,,,,,,,,,,,,,,,,,,,,silicon dioxide,[Si](=O)=O
230,,SnO2,,,cyclohexylmethylammonium chloride (CMACl),22.38,1.116,25.47,1.184,"{'test_name': 'MPPT', 'temperature': None, 'time': 1000, 'humidity': None, 'retained_percentage_cont': 54, 'retained_percentage_tret': 92}",,,,,,,,,,,,,,,,,,,,,,,,,,cyclohexylmethylammonium chloride,[Cl-].C1(CCCCC1)C[NH3+]
235,,,,,2-(1H-Imidazol-5-yl)acetic acid hydrochloride (4-MeCOOH*IM),,,24.59,1.2,"{'test_name': 'Humidity', 'temperature': 45, 'time': 3100, 'humidity': None, 'retained_percentage_cont': 90, 'retained_percentage_tret': 64}","{'test_name': 'Heat', 'temperature': 85, 'time': 600, 'humidity': None, 'retained_percentage_cont': 54, 'retained_percentage_tret': 12}",,,,,,,,,,,,,,,,,,,,,,,,,2-(1H-imidazol-5-yl)acetic acid hydrochloride,Cl.N1C=NC=C1CC(=O)O
237,Cs0.03 FA0.97 PbI3,SnO2,NIP,spiro-OMeTAD,tris(pentafluorophenyl)borane (BCF),19.88,1.07,22.86,1.15,"{'test_name': 'ISOS-D', 'temperature': 25, 'time': 1000, 'humidity': 45, 'retained_percentage_cont': 76, 'retained_percentage_tret': 90}",,,,,,,,,,,,,,,,,,,,,,,,,,tris(pentafluorophenyl)borane,FC1=C(C(=C(C(=C1B(C1=C(C(=C(C(=C1F)F)F)F)F)C1=C(C(=C(C(=C1F)F)F)F)F)F)F)F)F
252,,,,,phenylethyl ammonium iodide (PEAI),10.72,,16.37,,"{'test_name': 'N2 atmosphere stability test', 'temperature': 25, 'time': 2000, 'humidity': None, 'retained_percentage_cont': 50, 'retained_percentage_tret': 87}","{'test_name': 'Thermal stability test', 'temperature': 85, 'time': 500, 'humidity': None, 'retained_percentage_cont': 32, 'retained_percentage_tret': 79}",,,,,,,,,,,,,,,,,,,,,,,,,2-Phenylethylammonium iodide,[I-].C1(=CC=CC=C1)CC[NH3+]
253,,,,,formamidine acetate,,,,,"{'test_name': 'stability', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,formamidinium acetate,C(C)(=O)[O-].C(=[NH2+])N
255,,,,,didodecyldimethylammonium thiocyanate (DDASCN),,,92.1,,"{'test_name': 'Thermal stability', 'temperature': 100, 'time': 60, 'humidity': None, 'retained_percentage_cont': 57.9, 'retained_percentage_tret': None}","{'test_name': 'UV stability', 'temperature': 30, 'time': 24, 'humidity': None, 'retained_percentage_cont': 14.7, 'retained_percentage_tret': 85.2}",,,,"{'test_name': 'Solvent stability', 'temperature': None, 'time': 60, 'humidity': None, 'retained_percentage_cont': 49.2, 'retained_percentage_tret': 76.3}",,,,,,,,,,,,,,,,,,,,,didodecyldimethylammonium thiocyanate,[S-]C#N.C(CCCCCCCCCCC)[N+](C)(C)CCCCCCCCCCCC
256,MAPbI3 and MAGeI3,TiO2,NIP,Spiro-OMeTAD,BiI3,19.28,1.24,20.3,1.25,"{'test_name': None, 'temperature': 300, 'time': 50, 'humidity': None, 'retained_percentage_cont': 100, 'retained_percentage_tret': 70}",,,,,,,,,,,,,,,,,,,,,,,,,,Bismuth(III) iodide,[Bi](I)(I)I
260,Cs 0.05 FA 0.79 MA 0.16 Pb(I 0.9 Br 0.1) 3,PCBM,PIN,BCP,TEACl,20.01,,23.56,,"{'test_name': 'surface passivation', 'temperature': None, 'time': 450, 'humidity': None, 'retained_percentage_cont': 82.9, 'retained_percentage_tret': None}","{'test_name': 'bulk passivation', 'temperature': None, 'time': 450, 'humidity': None, 'retained_percentage_cont': 93, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,Triethylamine chloride,[Cl-].C(C)N(CC)CC
262,,SnO2,,Spiro-OMeTAD,Sodium 2-cyanoacetate (SZC),,,41.33,0.979,"{'test_name': 'Bending stability', 'temperature': 25, 'time': 8000, 'humidity': 35, 'retained_percentage_cont': 80, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,Sodium 2-cyanoacetate,C(#N)CC(=O)[O-].[Na+]
263,,,,,CH3NH3I,,,,,"{'test_name': 'anti-solvent treatment (AST)', 'temperature': None, 'time': 9.5, 'humidity': None, 'retained_percentage_cont': 18.9, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,Methylammonium iodide,[I-].C[NH3+]
264,,,,,PbCl2,,,,,"{'test_name': 'ISOS-L', 'temperature': 'ambient', 'time': '3 weeks', 'humidity': 'ambient', 'retained_percentage_cont': 100, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,lead(II) chloride,[Pb](Cl)Cl
268,,,,,2-hydroxy-4-n-octyloxy-benzophenone (UV5),23.47,1.18,24.46,1.2,"{'test_name': 'ISOS-L', 'temperature': 25, 'time': 8, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 75}",,,,,,,,,,,,,,,,,,,,,,,,,,2-hydroxy-4-n-octyloxybenzophenone,OC1=C(C(=O)C2=CC=CC=C2)C=CC(=C1)OCCCCCCCC
270,,,,,Oleylammonium iodide (OAmI),29.4,,32.5,,"{'test_name': 'ISOS-L-1', 'temperature': 25, 'time': 1301, 'humidity': None, 'retained_percentage_cont': 98.3, 'retained_percentage_tret': 90}",,,,,,,,,,,,,,,,,,,,,,,,,,oleylammonium iodide,[I-].C(CCCCCCC\C=C/CCCCCCCC)[NH3+]
271,,,,,Hydrogen,,,,,"{'test_name': 'LeTID', 'temperature': 45, 'time': 20, 'humidity': None, 'retained_percentage_cont': 50, 'retained_percentage_tret': 70}",,,,,,,,,,,,,,,,,,,,,,,,,,Hydrogen,[H]
273,CsFAMA,TiO2,NIP,Spiro-OMeTAD,Heptafluorobutylammonium iodide (F7),18.1,1.11,20.31,1.33,"{'test_name': 'Moisture stability test', 'temperature': 40, 'time': 1000, 'humidity': '40 %', 'retained_percentage_cont': 90, 'retained_percentage_tret': None}",,,,77.32,,,,,,,,,,,,,,,,,,,,,,Heptafluorobutylammonium iodide,[I-].FC(C(C[NH3+])(F)F)(C(F)(F)F)F
274,CsPbBr3,TiO2,NIP,Carbon,1-ethyl-3-methylimidazoliumiodide (EMI),7.16,1.27,9.78,1.43,"{'test_name': 'ISOS-L', 'temperature': 25, 'time': 29, 'humidity': '70% relative humidity', 'retained_percentage_cont': 83, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,1-Ethyl-3-methylimidazolium iodide,[I-].C(C)N1C=[N+](C=C1)C
279,,,,,PbSO4,,,,,"{'test_name': 'ISOS-L', 'temperature': 55, 'time': 1000, 'humidity': 30, 'retained_percentage_cont': 96.8, 'retained_percentage_tret': 90.5}","{'test_name': 'ISOS-L3', 'temperature': 65, 'time': 1200, 'humidity': 65, 'retained_percentage_cont': 15, 'retained_percentage_tret': 15}",,,,,,,,,,,,,,,,,,,,,,,,,Lead(II) sulfate,S(=O)(=O)([O-])[O-].[Pb+2]
283,CsPbI2Br,,,,RbF,8.99,1.05,10.82,1.14,"{'test_name': 'Contact angle', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 42}","{'test_name': 'Storage stability', 'temperature': 25, 'time': 10, 'humidity': 20, 'retained_percentage_cont': 20, 'retained_percentage_tret': 60}",,,,,,,,,,,,,,,,,,,,,,,,,rubidium fluoride,[F-].[Rb+]
284,,,,,Phenethylammonium iodide (PEAI),,,,,"{'test_name': 'Stability test under illumination', 'temperature': 1, 'time': '1000 h', 'humidity': None, 'retained_percentage_cont': 75, 'retained_percentage_tret': 20}",,,,,,,,,,,,,,,,,,,,,,,,,,phenethylammonium iodide,[I-].C(CC1=CC=CC=C1)[NH3+]
285,,,,,"OAI (octylammonium iodide), PEA (phenethylammonium iodide), F5PEA (5F6PEA), TPI (tributyl(methyl)phosphonium iodide), OATsO (octylammonium tosylate)",,,,,"{'test_name': None, 'temperature': 50, 'time': 720, 'humidity': None, 'retained_percentage_cont': 70, 'retained_percentage_tret': 85}",,,,,,,,,,,,,,,,,,,,,,,,,,octylammonium iodide,[I-].C(CCCCCCC)[NH3+]
290,,,,PEDOT:PSS,Pentylammonium acetate (PenAAc),17.54,0.783,21.86,0.854,"{'test_name': 'ISOS-L', 'temperature': 25, 'time': 1000, 'humidity': None, 'retained_percentage_cont': 50, 'retained_percentage_tret': 90}",,,,,,,,,,,,,,,,,,,,,,,,,,pentylammonium acetate,C(C)(=O)[O-].C(CCCC)[NH3+]
292,,,,,Silane (SiH4),,,25.52,752.3,"{'test_name': 'Minority carrier lifetime test', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}","{'test_name': 'Minority carrier lifetime test', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,"{'test_name': 'Minority carrier lifetime test', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,Silane,[SiH4]
293,,SnO2,n-i-p,,Iodoacetamide (IAM),20.46,1.1,22.41,1.12,"{'test_name': 'Thermal stability', 'temperature': 65, 'time': 300, 'humidity': 'Nitrogen atmosphere', 'retained_percentage_cont': 80, 'retained_percentage_tret': None}","{'test_name': 'Humidity stability', 'temperature': 25, 'time': 1000, 'humidity': '50 ± 5%', 'retained_percentage_cont': None, 'retained_percentage_tret': 80}",,,,,,,,,,,,,,,,,,,,,,,,,Iodoacetamide,ICC(=O)N
296,CsPbI2Br,SnO2/SnCl2,NIP,,3-Bromo-N-methylbenzylamine,10.83,1.18,14.35,1.21,"{'test_name': 'stability test', 'temperature': 20, 'time': 200, 'humidity': 48, 'retained_percentage_cont': 71, 'retained_percentage_tret': 78}","{'test_name': 'stability test', 'temperature': 20, 'time': 200, 'humidity': 48, 'retained_percentage_cont': 71, 'retained_percentage_tret': 78}",,,,,,,,,,,,,,,,,,,,,,,,,3-Bromo-N-methylbenzylamine,BrC=1C=C(CNC)C=CC1
305,,,,,PEA,,,,,"{'test_name': 'ISOS-D', 'temperature': 300, 'time': 2, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,phenylethylammonium,C1(=CC=CC=C1)CC[NH3+]
306,MA-contained,SnO2,NIP,Spiro-OMeTAD,NH3,20.98,1.179,24.51,1.229,"{'test_name': 'ISOS-D', 'temperature': 20, 'time': 2000, 'humidity': '10-20%', 'retained_percentage_cont': 57, 'retained_percentage_tret': 90}",,,,81.88,,,,,,,,,,,,,,,,,,,,,,Ammonia,N
307,FAPbI3,TiO2,NIP,Spiro-OMeTAD,MACl,13.5,0.88,20.9,1.12,"{'test_name': 'TRMC', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,methylammonium chloride,[Cl-].C[NH3+]
308,,,,,anethole,17.2,,21.48,,"{'test_name': 'stability test', 'temperature': 25, 'time': 500, 'humidity': 45, 'retained_percentage_cont': 63.5, 'retained_percentage_tret': 87.1}",,,,,,,,,,,,,,,,,,,,,,,,,,anethole,C1(=CC=C(C=CC)C=C1)OC
310,CsPbI3,,,,PbCrO4,17.96,1.09,19.09,1.14,"{'test_name': 'Moisture stability', 'temperature': 25, 'time': 500, 'humidity': '25% ± 5%', 'retained_percentage_cont': 74.49, 'retained_percentage_tret': 96.03}","{'test_name': 'Thermal stability', 'temperature': 80, 'time': 500, 'humidity': 'N2', 'retained_percentage_cont': None, 'retained_percentage_tret': 95.62}",,,,,,,,,,,,,,,,,,,,,,,,,lead(II) chromate,[Cr](=O)(=O)([O-])[O-].[Pb+2]
312,,TiO2,,,Guanidine carbonate (GuaCO3),21.73,,23.39,,"{'test_name': 'ISOS-L', 'temperature': 'Room temperature', 'time': 600, 'humidity': '30-50%', 'retained_percentage_cont': 57, 'retained_percentage_tret': 78}",,,,,,,,,,,,,,,,,,,,,,,,,,Guanidinium carbonate,C([O-])([O-])=O.NC(=[NH2+])N.NC(=[NH2+])N
313,Cs2SnI6,,,,Cs2SnI6,,0.959,12.37,0.959,"{'test_name': 'encapsulated', 'temperature': 25, 'time': 1000, 'humidity': 20, 'retained_percentage_cont': 96.26, 'retained_percentage_tret': 96.26}","{'test_name': 'unencapsulated', 'temperature': 25, 'time': 130, 'humidity': 20, 'retained_percentage_cont': 0.03, 'retained_percentage_tret': 0.09}",,,,,,,,,,,,,,,,,,,,,,,,,Cesium tin iodide,[Sn](I)(I)(I)I.[Cs]
314,CsPbBr3,SnO2,PIN,ITO,Potassium iodide (KI),10.06,1.6,,,"{'test_name': 'aging', 'temperature': 25, 'time': 30, 'humidity': '50-80 %', 'retained_percentage_cont': 90, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,Potassium iodide,[I-].[K+]
316,,,,,Resveratrol,21.62,,23.44,,"{'test_name': 'Stability test in pure oxygen environment', 'temperature': 'room temperature (25 °C)', 'time': '1000 hours', 'humidity': 'dry (pure oxygen)', 'retained_percentage_cont': 88, 'retained_percentage_tret': None}","{'test_name': 'Stability test at 50 ± 5% relative humidity', 'temperature': '25 °C', 'time': '1000 hours', 'humidity': '50 ± 5% RH', 'retained_percentage_cont': None, 'retained_percentage_tret': 91}",,,,,,,,,,,,,,,,,,,,,,,,,Resveratrol,C1(=CC(O)=CC(O)=C1)C=CC1=CC=C(O)C=C1
317,Cs0.065(FA0.7-MA0.3)0.935Pb(I0.89Br0.11)3,SnO2,NIP,Spiro-OMeTAD,2-aminopyridine,19.17,1.1,20.64,1.13,"{'test_name': 'MPP stability test', 'temperature': '30 ± 10%RH air', 'time': 2000, 'humidity': '30 ± 10%RH air', 'retained_percentage_cont': 80, 'retained_percentage_tret': 80}",,,,,,,,,,,,,,,,,,,,,,,,,,2-aminopyridine,NC1=NC=CC=C1
318,FA 0.6 MA 0.4 PbI 3Àx Cl x,SnO 2,n-i-p,Spiro-MeOTAD,SnCl 2,20.81,1.17,20.81,1.17,"{'test_name': 'Stability test (moisture, heat, and light)', 'temperature': 85, 'time': 12, 'humidity': 'open-air', 'retained_percentage_cont': 80, 'retained_percentage_tret': None}","{'test_name': 'Stability test (moisture only)', 'temperature': None, 'time': 560, 'humidity': 'open-air', 'retained_percentage_cont': None, 'retained_percentage_tret': 85}",,,,,,,,,,,,,,,,,,,,,,,,,Tin(II) chloride,[Sn](Cl)Cl
319,MAPbI3,SnO2,n-i-p,spiro-OMeTAD,PbI2,23.93,1.0,26.03,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,Lead(II) iodide,[Pb](I)I
320,,,,,4-Hydroxybenzoylhydrazine (4-HBH),,,19.21,,"{'test_name': None, 'temperature': None, 'time': 1200, 'humidity': '50-60%', 'retained_percentage_cont': 95, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,4-hydroxybenzoylhydrazine,OC1=CC=C(C(=O)NN)C=C1
321,,SnO2/AZO,,,mono-ethanolamine (MEA),,,15.73,0.95,"{'test_name': 'ISOS-D', 'temperature': None, 'time': 1000, 'humidity': '35-45%', 'retained_percentage_cont': 77, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,2-Aminoethanol,NCCO
324,FA 0.75 MA 0.25 SnI3,SnO2,NIP,PCBM,CsI,3.0,0.33,6.0,0.35,"{'test_name': 'ISOS-T', 'temperature': 25, 'time': 1080, 'humidity': None, 'retained_percentage_cont': 91, 'retained_percentage_tret': 100}",,,,,,,,,,,,,,,,,,,,,,,,,,cesium iodide,[I-].[Cs+]
328,,SnO2,,P3HT,MAI,,,,,"{'test_name': 'photo-stability', 'temperature': 25, 'time': 300, 'humidity': None, 'retained_percentage_cont': 50, 'retained_percentage_tret': 50}",,,,,,,,,,,,,,,,,,,,,,,,,,Methylammonium iodide,[I-].C[NH3+]
329,,,,,4-(trifluoromethyl) benzylammonium formate (TFMBAFa),,,24.2,,"{'test_name': 'storage', 'temperature': 25, 'time': 1440, 'humidity': None, 'retained_percentage_cont': 0.85, 'retained_percentage_tret': 0.85}","{'test_name': 'thermal', 'temperature': 85, 'time': 1300, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 0.8200000000000001}",,,,"{'test_name': 'operational', 'temperature': 25, 'time': 850, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 0.7000000000000001}",,,,,,,,,,,,,,,,,,,,,4-(trifluoromethyl)benzylammonium formate,C(=O)[O-].FC(C1=CC=C(C[NH3+])C=C1)(F)F
332,,,,,MeEAI,,,25.1,1172.2,"{'test_name': 'MPPT', 'temperature': 25, 'time': 400, 'humidity': 60, 'retained_percentage_cont': 90, 'retained_percentage_tret': 90}",,,,,,,,,,,,,,,,,,,,,,,,,,2-(4-methylphenyl)ethylammonium iodide,[I-].CC1=CC=C(C=C1)CC[NH3+]
337,"MAPbI3 (IIL), MAPbI3 -PbBr2 (BIL), MAPbI3 -PbCl2 (CLIL)",Carbon,NIP,,1-methyl-3-propylimidazolium iodide (1-MPII),10.32,921.0,13.73,1005.0,"{'test_name': 'Stability test', 'temperature': 45, 'time': 1100, 'humidity': '45 %', 'retained_percentage_cont': 84, 'retained_percentage_tret': 86}","{'test_name': 'Stability test', 'temperature': 45, 'time': 1100, 'humidity': '45 %', 'retained_percentage_cont': 72, 'retained_percentage_tret': 83}",,,,"{'test_name': 'Stability test', 'temperature': 45, 'time': 1100, 'humidity': '45 %', 'retained_percentage_cont': 70, 'retained_percentage_tret': 70}",,,,,,,,,,,,,,,,,,,,,1-methyl-3-propylimidazolium iodide,[I-].CN1C=[N+](C=C1)CCC
338,,,,,MAI,,,,,"{'test_name': 'MPP tracking', 'temperature': None, 'time': '200 hours', 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': '100'}",,,,,,,,,,,,,,,,,,,,,,,,,,Methylammonium iodide,[I-].C[NH3+]
339,,Nb2O5,n-i-p,,Nb2O5,12.0,1.0,,,"{'test_name': 'MPP tracking', 'temperature': None, 'time': 180, 'humidity': None, 'retained_percentage_cont': 9.5, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,niobium(V) oxide,[O-2].[Nb+5].[O-2].[O-2].[O-2].[O-2].[Nb+5]
341,,,,,3-(1-pyridinio)-1-propanesulfonate (PPS),,,,,"{'test_name': 'Inert atmosphere stability test', 'temperature': 25, 'time': 865, 'humidity': None, 'retained_percentage_cont': 94, 'retained_percentage_tret': None}","{'test_name': 'Humid atmosphere stability test', 'temperature': 30, 'time': 760, 'humidity': 40, 'retained_percentage_cont': 72, 'retained_percentage_tret': 85}",,,,,,,,,,,,,,,,,,,,,,,,,3-(1-Pyridinio)-1-propanesulfonate,[N+]1(=CC=CC=C1)CCCS(=O)(=O)[O-]
342,,,,,4-MeO-PEACl,18.39,1.04,22.63,1.13,"{'test_name': 'Thermal stress', 'temperature': 65, 'time': 312, 'humidity': None, 'retained_percentage_cont': 90, 'retained_percentage_tret': None}","{'test_name': 'Long-term storage', 'temperature': None, 'time': 720, 'humidity': None, 'retained_percentage_cont': 56, 'retained_percentage_tret': 42}",,,,"{'test_name': 'Operational stability', 'temperature': 50, 'time': 1000, 'humidity': None, 'retained_percentage_cont': 58, 'retained_percentage_tret': 84}",,,,,,,,,,,,,,,,,,,,,4-Methoxyphenethylammonium chloride,[Cl-].COC1=CC=C(CC[NH3+])C=C1
343,,,,,PEA,,,,,"{'test_name': 'Bias stress stability', 'temperature': None, 'time': 2000, 'humidity': None, 'retained_percentage_cont': 40, 'retained_percentage_tret': 30}","{'test_name': 'On/Off switching', 'temperature': None, 'time': 1000, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,"{'test_name': 'Cycling test', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,phenylethylammonium,C1(=CC=CC=C1)CC[NH3+]
350,,,,,Methylammonium Nitrate (MAN),18.7,,20.5,,"{'test_name': 'ISOS-D', 'temperature': 100, 'time': None, 'humidity': None, 'retained_percentage_cont': 100, 'retained_percentage_tret': 100}","{'test_name': 'ISOS-L', 'temperature': 100, 'time': None, 'humidity': None, 'retained_percentage_cont': 85, 'retained_percentage_tret': 75}",,,,,,,,,,,,,,,,,,,,,,,,,methylammonium nitrate,[N+](=O)([O-])[O-].C[NH3+]
360,CsPbI1.2Br1.8,SnO2,NIP,spiro-OMeTAD,didodecyldimethylammonium bromide (DDAB),9.63,1.26,11.2,1.28,"{'test_name': 'stability', 'temperature': 30, 'time': 720, 'humidity': '30-45%', 'retained_percentage_cont': 71, 'retained_percentage_tret': 85}",,,,,,,,,,,,,,,,,,,,,,,,,,didodecyldimethylammonium bromide,[Br-].C(CCCCCCCCCCC)[N+](C)(C)CCCCCCCCCCCC
362,,,,,6-bromocoumarin-3-carboxylic acid ethyl ester (BAEE),24.24,1.151,26.32,1.201,"{'test_name': 'UV stability in nitrogen', 'temperature': 25, 'time': 110, 'humidity': None, 'retained_percentage_cont': 90, 'retained_percentage_tret': 90}","{'test_name': 'UV stability in ambient air', 'temperature': 25, 'time': 6, 'humidity': None, 'retained_percentage_cont': 90, 'retained_percentage_tret': 90}",,,,"{'test_name': 'LED light stability', 'temperature': 25, 'time': 1000, 'humidity': None, 'retained_percentage_cont': 90, 'retained_percentage_tret': 90}",,,,,,,,,,,,,,,,,,,,,6-bromocoumarin-3-carboxylic acid ethyl ester,C(C)OC(=O)C=1C(OC2=CC=C(C=C2C1)Br)=O
363,CsPbBr3,,,,Oleylamine (OLAm),,,,,"{'test_name': 'Anion exchange test', 'temperature': 25, 'time': 60, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,Oleylamine,C(CCCCCCC\C=C/CCCCCCCC)N
364,Halide perovskites (HPs),,,,Phenylethylammonium (PEA),,,,,"{'test_name': 'ISOS-D', 'temperature': 25, 'time': '24 hours', 'humidity': 50, 'retained_percentage_cont': 85, 'retained_percentage_tret': 75}",,,,,,,,,,,,,,,,,,,,,,,,,,phenylethylammonium,C1(=CC=CC=C1)CC[NH3+]
365,Sb2Se3,,,,SbCl3,,416.0,6.7,416.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Antimony(III) chloride,[Sb](Cl)(Cl)Cl
368,,,,,Cs2BiAgI6,,,19.82,1.438,,,,,,,,,,,,,,,,,,,,,,,,,,,Cesium bismuth silver iodide,[Ag]I.[Bi].[Cs]
369,FAPbI3_0.95 (MAPbBr3)_0.05,SnO2,,Spiro-OMeTAD,1-(4-Fluorophenyl)-2-pyrrolidone (FPP),21.52,1.12,23.41,1.15,"{'stability_type': 'Stability under high humidity', 'temperature': '50-80', 'time': '60 days', 'humidity': '50-80', 'retained_proportion_cont': 84.1, 'retained_proportion_tret': 95.8}","{'stability_type': 'Stability under continuous illumination', 'temperature': 25, 'time': '1800 s', 'humidity': None, 'retained_proportion_cont': 96.12, 'retained_proportion_tret': 100.0}",n-i-p,,,"{'stability_type': 'Thermal stability', 'temperature': 85, 'time': 240, 'humidity': None, 'retained_proportion_cont': 80.0, 'retained_proportion_tret': 86.89}","{'stability_type': 'Long-term stability', 'temperature': 25, 'time': 12400, 'humidity': '<20', 'retained_proportion_cont': 79.73, 'retained_proportion_tret': 86.11}",,,,,,,,,,,,,,,,,,,,1-(4-fluorophenyl)pyrrolidin-2-one,FC1=CC=C(C=C1)N1C(CCC1)=O
379,,,,,4-amidinopyridine (4AP),,,,,"{'test_name': 'Thermal stability test', 'temperature': 1000, 'time': '1000 hours', 'humidity': None, 'retained_percentage_cont': 95, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,4-amidinopyridine,C(N)(=N)C1=CC=NC=C1
380,,SnO2,,,4-SABA,22.27,1.146,23.64,1.165,"{'test_name': 'ISOS-D', 'temperature': 60, 'time': 240, 'humidity': None, 'retained_percentage_cont': 63, 'retained_percentage_tret': 81}",,,,,,,,,,,,,,,,,,,,,,,,,,4-sulfamoylbenzoic acid,S(N)(=O)(=O)C1=CC=C(C(=O)O)C=C1
