Unnamed: 0,perovskite_composition,electron_transport_layer,pin_nip_structure,hole_transport_layer,passivating_molecule,control_pce,control_voc,treated_pce,treated_voc,test_1,test_2,structure_pin_nip,treated_jsc,treated_ff,test_3,test_4,test_5,test_6,test_7,test_8,test_9,test_10,control_jsc,control_ff,control_pec,treated_eqe,treated_stabilized_pce,control_fill_factor,treated_fill_factor,controljsc,treatedjsc,treated_hysteresis_index,binding_energy,fill_factor,treated_iscc,IUPAC_passivator
102,CsSnI3 and Cs2SnI6,,,,"SnF2, SnCl2, SnI2, piperazine, hypophosphorous acid (HPA), cobaltocene, 2-aminopyrazine (APZ), N,N-methylenebis(acrylamide) (MBAA), phthalimide (PTM), thiourea-based additives, carbazole (CBZ), dimethyl ketoxime (DMKO)",26.1,,3.56,0.6900000000000001,"{'test_name': None, 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,
103,Cs 0.05 FA 0.9 MA 0.05 Pb(Br 0.05 I 0.95 ) 3,MeO-2PACz,,PC 61 BM,Polystyrene (PS),18.3,1.09,22.32,1.14,"{'stability_type': 'ISOS-D1', 'temperature': 25, 'time': 1008, 'humidity': 38, 'retained_proportion_cont': 54.0, 'retained_proportion_tret': 92.0}","{'stability_type': 'ISOS-D2', 'temperature': 65, 'time': 560, 'humidity': 'dark storage', 'retained_proportion_cont': 61.0, 'retained_proportion_tret': 99.0}",NIP,,,,,,,,,,,,,,,,,,,,,,,,Polystyrene
104,Cs 0.1 MA 0.09 FA 0.81 PbCl 0.14 I 2.86,NiOx,NIP,NiOx,BDAI2,18.6,1.04,20.5,1.04,"{'test_name': 'Stability test', 'temperature': 168, 'time': '168 hours', 'humidity': None, 'retained_percentage_cont': 26, 'retained_percentage_tret': 17}",,,,,,,,,,,,,,,,,,,,,,,,,,
106,,,,,Guanidinium Chloride (GACl),,,6.61,,"{'test_name': 'ISOS-D', 'temperature': 25, 'time': 0.7000000000000001, 'humidity': 60, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,Guanidinium chloride
107,FAPbI3,PCBM,NIP,NiOx,D-3PACz,19.5,,23.8,1.14,"{'test_name': 'ISOS-L', 'temperature': None, 'time': 150, 'humidity': None, 'retained_percentage_cont': 97, 'retained_percentage_tret': 90}",,,,,,,,,,,,,,,,,,,,,,,,,,
108,FAPbI3,SnO2,PIN,Spiro-OMeTAD,TMTA,20.29,1.1,22.39,1.15,"{'test_name': 'Long-term storage', 'temperature': None, 'time': 4000, 'humidity': None, 'retained_percentage_cont': 74, 'retained_percentage_tret': 95}","{'test_name': 'Light soaking', 'temperature': None, 'time': 1248, 'humidity': None, 'retained_percentage_cont': 59, 'retained_percentage_tret': 80}",,,,,,,,,,,,,,,,,,,,,,,,,
109,,,,,PDF-co-BBPB,18.216,1.005,19.545,1.127,"{'test_name': 'ISOS-D', 'temperature': 25, 'time': 30, 'humidity': None, 'retained_percentage_cont': 6.683, 'retained_percentage_tret': 18.95}",,,,,,,,,,,,,,,,,,,,,,,,,,
110,,,,,edamine,,,,,"{'test_name': 'ISOS-D', 'temperature': 25, 'time': 1000, 'humidity': 50, 'retained_percentage_cont': 85, 'retained_percentage_tret': 75}",,,,,,,,,,,,,,,,,,,,,,,,,,
112,,,,,B-SubPc-F,21.75,1.119,23.35,1.152,"{'test_name': None, 'temperature': 85, 'time': 348, 'humidity': None, 'retained_percentage_cont': 16, 'retained_percentage_tret': 78}",,,,,,,,,,,,,,,,,,,,,,,,,,
113,Cs0.15FA0.85PbI3,ITO,PIN,MeO-2PACz,PEAI,19.53,1.04,22.07,1.1,"{'test_name': 'ISOS-T', 'temperature': 25, 'time': 1250, 'humidity': 55, 'retained_percentage_cont': 42, 'retained_percentage_tret': 94}",,,,,,,,,,,,,,,,,,,,,,,,,,Phenylethylammonium iodide
115,,,,,Bathocuproine (BCP),,,,,"{'test_name': 'ISOS-D', 'temperature': 60, 'time': 1000, 'humidity': 30, 'retained_percentage_cont': 85, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,2
116,,,,,PM-syn and TRX-syn,17.98,0.988,18.79,1.013,"{'test_name': 'Stability test (unknown type)', 'temperature': 30, 'time': 32, 'humidity': None, 'retained_percentage_cont': 90, 'retained_percentage_tret': 73}",,,,,,,,,,,,,,,,,,,,,,,,,,
117,CsPbBr3,,,,Ethyl trifluoroacetate (ETFA),,,4.14,,"{'test_name': 'Stability test via time-dependent PL', 'temperature': None, 'time': 316, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,Ethyl trifluoroacetate
118,,,,,Oleic acid (OA),,,,,"{'test_name': 'Air stability test', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': 31.33, 'retained_percentage_tret': 31.33}","{'test_name': 'Water stability test', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': 79, 'retained_percentage_tret': 76}",,,,,,,,,,,,,,,,,,,,,,,,,octadec-9-enoic acid
119,,,,,mFPEAI and MeCZEAI,,,,,"{'test_name': 'MPPT', 'temperature': 25, 'time': 1000, 'humidity': 60, 'retained_percentage_cont': 93, 'retained_percentage_tret': None}","{'test_name': 'Thermal Stability', 'temperature': 85, 'time': 300, 'humidity': None, 'retained_percentage_cont': 82, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,
120,CsPbI2Br,,,,4-Methoxybenzenethiol (MeOBT),8.92,1.15,14.08,1.27,"{'test_name': 'Ambient stability test', 'temperature': 25, 'time': 480, 'humidity': 30, 'retained_percentage_cont': None, 'retained_percentage_tret': 90}",,,,,,,,,,,,,,,,,,,,,,,,,,4-methoxybenzenethiol
121,,,,,F-PEAI,,,,,"{'test_name': None, 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,
122,,,,,n-octylammonium bromide (OABr),,,23.6,,"{'test_name': None, 'temperature': 25, 'time': 1500, 'humidity': None, 'retained_percentage_cont': 80.2, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,n-octylammonium bromide
124,CsPbBr1.5I1.5,,,,Sodium dodecyl sulfate (SDS),,,,,"{'test_name': 'ISOS-D', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': 56, 'retained_percentage_tret': 56}",,,,,,,,,,,,,,,,,,,,,,,,,,sodium dodecyl sulfate
125,,,,,1-aminoethyl-3-methylimidazolium tetrafluoroborate (AMFB),22.16,1.09,24.41,1.16,"{'test_name': 'Thermal stability test', 'temperature': 85, 'time': 1500, 'humidity': 'Moist air with 70 ± 5% RH', 'retained_percentage_cont': 90, 'retained_percentage_tret': 90}",,,,83.13,,,,,,,,,,,,,,,,,,,,,,1-aminoethyl-3-methylimidazolium tetrafluoroborate
126,,,,,PEO,18.3,0.8200000000000001,19.3,0.85,"{'test_name': 'ISOS-D', 'temperature': None, 'time': 1000, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,Polyethylene oxide
127,,,,,2-Thiophenemethylammonium Iodide (ThMAI),21.53,,23.69,,"{'test_name': 'AS method', 'temperature': 85, 'time': 350, 'humidity': 'N2 environment', 'retained_percentage_cont': 80, 'retained_percentage_tret': None}","{'test_name': 'AS method', 'temperature': 25, 'time': 1200, 'humidity': 65, 'retained_percentage_cont': 82, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,2-thiophenemethylammonium iodide
129,,SnO2,,,trimesic acid (TMA),,,25.07,1.18,"{'test_name': 'aging', 'temperature': '25 ± 5 °C', 'time': 3224, 'humidity': '25 ± 5 % RH', 'retained_percentage_cont': 90, 'retained_percentage_tret': None}","{'test_name': 'aging', 'temperature': '80 ± 5 °C', 'time': 1176, 'humidity': 'N2 atmosphere', 'retained_percentage_cont': 80, 'retained_percentage_tret': None}",,,,"{'test_name': 'MPP tracking', 'temperature': 'continuous AM1.5G illumination', 'time': 60, 'humidity': None, 'retained_percentage_cont': 90, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,1
131,,,,,4-trifluoromethyl phenylammonium iodide (CFPA),11.22,0.96,14.37,1.1,"{'test_name': 'Accelerated aging test', 'temperature': None, 'time': 1992, 'humidity': None, 'retained_percentage_cont': 85.5, 'retained_percentage_tret': 96.2}",,,,,,,,,,,,,,,,,,,,,,,,,,4-Trifluoromethylphenylammonium iodide
132,MAI: PbI2 = 1:1,TiO2,NIP,spiro-MeOTAD and Li-TFSI,Pt QDs,12.92,1.02,14.36,1.07,"{'test_name': 'Stability test', 'temperature': 25, 'time': '2 weeks', 'humidity': 30, 'retained_percentage_cont': 78, 'retained_percentage_tret': 91}",,,,,,,,,,,,,,,,,,,,,,,,,,
133,,,,,Silicon nitride (SiN_x),,,,,"{'test_name': 'ISOS-D', 'temperature': 55, 'time': 50000, 'humidity': None, 'retained_percentage_cont': 90, 'retained_percentage_tret': 90}",,,,,,,,,,,,,,,,,,,,,,,,,,
134,CsPbBr3,,,,OAc/OAm,,,,,"{'test_name': 'Temperature-dependent PL intensity', 'temperature': 10, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,
135,Cs0.05 FA0.83 MA0.17 Pb(I0.83 Br0.17)3,NiO,PIN,C60,1-(2-methoxyethyl)-1-methylpiperidinium thiocyanate (MMP-SCN),17.7,1.1,20.24,1.14,"{'test_name': 'MPPT under AM 1.5G 1 SUN illumination', 'temperature': 25, 'time': 1000, 'humidity': 'ambient air', 'retained_percentage_cont': 51.1, 'retained_percentage_tret': 91.5}",,,,,,,,,,,,,,,,,,,,,,,,,,1-(2-methoxyethyl)-1-methylpiperidinium thiocyanate
136,,,,,Carbon,,823.9,16.0,,"{'test_name': 'ISOS', 'temperature': 60, 'time': 10000, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,carbon
137,,,,,4-Fluorophenylethylammonium iodide (F-DP),18.7,1.14,22.13,1.23,"{'test_name': 'ISOS-L', 'temperature': 80, 'time': 1000, 'humidity': None, 'retained_percentage_cont': 56, 'retained_percentage_tret': 92}",,,,,,,,,,,,,,,,,,,,,,,,,,2-(4-Fluorophenyl)ethylammonium iodide
139,MA-free WBG perovskite,C60,PIN,PDAI,"2,8-Diiododibenzothiophene",22.12,1.247,28.1,1.247,"{'test_name': 'ISOS-D', 'temperature': 25, 'time': 30, 'humidity': None, 'retained_percentage_cont': 0, 'retained_percentage_tret': 100}",,,,,,,,,,,,,,,,,,,,,,,,,,2
140,Cs0.05(FA0.83MA0.17)0.95PbI2,SnO2,NIP,Spiro-OMeTAD,D18-Cl,19.31,1.09,23.25,1.14,"{'test_name': 'Long-term ambient stability', 'temperature': 25, 'time': 3600, 'humidity': '20%', 'retained_percentage_cont': 12, 'retained_percentage_tret': 88}",,,,,,,,,,,,,,,,,,,,,,,,,,
142,CsPbBr3,SnO2,,,CsCl,,,11.16,1.6800000000000002,"{'test_name': 'Light operational stability', 'temperature': 1000, 'time': '1000 h', 'humidity': None, 'retained_percentage_cont': 10.92, 'retained_percentage_tret': None}","{'test_name': 'Thermal stability', 'temperature': 85, 'time': '1000 h', 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 11.04}",,,,,,,,,,,,,,,,,,,,,,,,,cesium chloride
143,MAPbI3 and Cs0.1 (FA0.83 MA0.17)0.9 Pb(I0.85 Br0.15)3,NiOx,PIN,SnO2,BMIMBF4,13.08,0.84,16.0,1.05,"{'test_name': 'ISOS-D', 'temperature': 35, 'time': 500, 'humidity': 10, 'retained_percentage_cont': 39.8, 'retained_percentage_tret': 84.3}",,,,,,,,,,,,,,,,,,,,,,,,,,
145,,,,,FASnI3,,,,,"{'test_name': None, 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': 96, 'retained_percentage_tret': 80}",,,,,,,,,,,,,,,,,,,,,,,,,,Formamidinium tin triiodide
146,,,,,6TIC-4F,14.02,,16.1,1.16,"{'test_name': 'ISOS-L', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,
147,,,,,tert-butyl pyridine (TBP),,,,,"{'test_name': 'ISOS-D', 'temperature': 85, 'time': 750, 'humidity': None, 'retained_percentage_cont': 90.9, 'retained_percentage_tret': None}","{'test_name': 'ISOS-L', 'temperature': 1000, 'time': 1000, 'humidity': None, 'retained_percentage_cont': 95, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,2-tert-Butylpyridine
148,FAPbI3 with 20% excess PbI2 and 55% MACl,PCBM,NIP,TiO2,PbI2 and MACl,,,24.13,,"{'test_name': None, 'temperature': 300, 'time': 1000, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 90}",,,,,,,,,,,,,,,,,,,,,,,,,,
149,,,,,Oleylamine Iodide (OAmI) and 4-Fluorobenzylamine Hydroiodide (4-F-PMAI),21.05,1.08,24.26,1.15,"{'test_name': 'Thermal Annealing', 'temperature': 85, 'time': 1000, 'humidity': None, 'retained_percentage_cont': 85, 'retained_percentage_tret': 90}","{'test_name': 'Ambient Conditions', 'temperature': 30, 'time': 1000, 'humidity': '30 ± 5%', 'retained_percentage_cont': 60, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,
150,CH3NH3PbI3,PCBM,inverted (p-i-n),X22 and X23,X22 and X23,,,,,"{'test_name': 'stability', 'temperature': '30-40°C', 'time': '150 days', 'humidity': '30-40%', 'retained_percentage_cont': 86, 'retained_percentage_tret': 79}","{'test_name': 'stability', 'temperature': '30-40°C', 'time': '150 days', 'humidity': '30-40%', 'retained_percentage_cont': 79, 'retained_percentage_tret': 86}",,,,,,,,,,,,,,,,,,,,,,,,,
151,,,,,Cl-BSM,,,22.42,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,,,,,MASnF2Cl + MASnI3 +4-Bromophenyl acrylate,,,,,"{'test_name': 'ISOS-D', 'temperature': 25, 'time': 200, 'humidity': None, 'retained_percentage_cont': 90, 'retained_percentage_tret': 90}",,,,,,,,,,,,,,,,,,,,,,,,,,
153,"CsI, MABr, FAI, PbBr2, PbI2",C60,PIN,PTAA,F-PEAI,15.5,1.09,,,"{'test_name': 'ISOS-D', 'temperature': 25, 'time': 1000, 'humidity': 50, 'retained_percentage_cont': 85, 'retained_percentage_tret': 75}",,,,,,,,,,,,,,,,,,,,,,,,,,
154,,,,,p(HEMA-co-DEAMA),20.7,1.1,22.8,1.15,"{'test_name': None, 'temperature': 30, 'time': 1000, 'humidity': '30% RH', 'retained_percentage_cont': 60, 'retained_percentage_tret': 90}",,,,,,,,,,,,,,,,,,,,,,,,,,
157,FAPbI3,SnO2,NIP,Spiro-OMeTAD,HCOO⁻,22.15,1.1,24.32,1.17,"{'test_name': 'Stability under air with 35 ± 10% humidity', 'temperature': 25, 'time': 500, 'humidity': 35, 'retained_percentage_cont': 25, 'retained_percentage_tret': 85}","{'test_name': 'Stability under continuous illumination', 'temperature': 25, 'time': 300, 'humidity': 0, 'retained_percentage_cont': 19.72, 'retained_percentage_tret': 90}",,,,"{'test_name': 'Thermal stability', 'temperature': 65, 'time': 500, 'humidity': 0, 'retained_percentage_cont': 50, 'retained_percentage_tret': 70}",,,,,,,,,,,,,,,,,,,,,Formate
159,,,,,Copper-porphyrin complex,14.15,0.93,16.13,0.96,"{'stability_type': 'Stability test', 'temperature': 40, 'time': 30, 'humidity': '40-60', 'retained_proportion_cont': 95.0, 'retained_proportion_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,
160,,,,,[CYS][PbCl2],,,20.38,1.205,"{'test_name': 'Moisture aging', 'temperature': 800, 'time': '800 hours', 'humidity': '15% RH', 'retained_percentage_cont': 60, 'retained_percentage_tret': None}","{'test_name': 'MPP tracking', 'temperature': 70, 'time': '200 hours', 'humidity': None, 'retained_percentage_cont': 60, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,
162,,,,,2-(9 H-carbazol-9-yl)ethyl]phosphonic acid (2PACz),26.1,1761.0,28.8,1859.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2-(9H-carbazol-9-yl)ethylphosphonic acid
163,BA2MA3Pb4I13,SnO2,NIP,Spiro-OMeTAD,BA2MA3Pb4I13,26.48,1.085,25.8,1.085,"{'test_name': None, 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,
165,,,,,4-hydroxy-4'-biphenylcarboxylic acid ethyl ester (EHBC),23.04,1.123,24.48,1.16,"{'test_name': 'Stability test', 'temperature': 30, 'time': 700, 'humidity': 35, 'retained_percentage_cont': 30, 'retained_percentage_tret': 69}",,,,,,,,,,,,,,,,,,,,,,,,,,Ethyl 4-(4-hydroxyphenyl)benzoate
166,FAPbBr3,FTO/Nb:TiO2/SnO2,NIP,ITO,iso-Pentylammonium chloride,4.2,1.41,7.25,1.73,"{'test_name': 'ISOS-L', 'temperature': 50, 'time': 400, 'humidity': None, 'retained_percentage_cont': 98.7, 'retained_percentage_tret': 98.7}",,,,,,,,,,,,,,,,,,,,,,,,,,3-methylbutylammonium chloride
167,,,,,Tris(pentafluorophenyl)borane (TFB),20.22,1.094,22.56,1.133,"{'test_name': 'Stability test under ~45% RH', 'temperature': None, 'time': 1900, 'humidity': '45', 'retained_percentage_cont': None, 'retained_percentage_tret': 91}",,,,,,,,,,,,,,,,,,,,,,,,,,Tris(pentafluorophenyl)borane
168,,,,,NdF3,,,,,"{'test_name': 'air_stability', 'temperature': 1400, 'time': '1400 h', 'humidity': None, 'retained_percentage_cont': 87.5, 'retained_percentage_tret': None}","{'test_name': 'thermal_aging', 'temperature': 120, 'time': 400, 'humidity': None, 'retained_percentage_cont': 90, 'retained_percentage_tret': None}",,,,"{'test_name': 'light_soaking', 'temperature': 45, 'time': 1000, 'humidity': None, 'retained_percentage_cont': 52, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,neodymium trifluoride
171,CsPbBr3,,,,Oleylamine and Oleic Acid,,,,,"{'test_name': 'Stability test', 'temperature': None, 'time': '3 weeks', 'humidity': 'ambient', 'retained_percentage_cont': None, 'retained_percentage_tret': 'Excellent colloidal stability'}",,,,,,,,,,,,,,,,,,,,,,,,,,
172,CsPbBr3,TiO2,NIP,,CsAc and MAAc,,,,,"{'test_name': None, 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,
173,MAPbI3 and Cs3Bi2I9,PCBM/BCP,NIP,PTAA and NiO,Graphene,,,,,"{'test_name': 'ISOS-T', 'temperature': 85, 'time': None, 'humidity': None, 'retained_percentage_cont': 12.71, 'retained_percentage_tret': 19.426}",,,,,,,,,,,,,,,,,,,,,,,,,,
174,CsSnI3,TiO2,,spiro-OMeTAD,ZnO,9.43,0.64,16.26,0.7000000000000001,"{'test_name': 'Stability test', 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,Zinc oxide
175,,,,,1-(2-thiophene)ethylamine hydrochloride (𝛼-TEACl),14.02,0.95,,,"{'test_name': 'Long-term stability', 'temperature': 25, 'time': '2000 hours', 'humidity': None, 'retained_percentage_cont': 92.31, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,1-(thiophen-2-yl)ethanaminium chloride
176,,Aluminum-doped zinc oxide (AZO),,,Mono-ethanolamine (MEA),5.35,0.72,7.45,0.74,"{'test_name': 'Stability test', 'temperature': None, 'time': 1000, 'humidity': None, 'retained_percentage_cont': 70, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,2-Aminoethanol
177,,,,,2-pyrrolidin-1-ium-1-ethylammonium tetrafluoroborate (PyE(BF4)2),,,23.8,1.13,"{'test_name': 'ISOS-V-1', 'temperature': None, 'time': 1320, 'humidity': None, 'retained_percentage_cont': 80, 'retained_percentage_tret': 80}",,,,,,,,,,,,,,,,,,,,,,,,,,
178,FA 0.9 Cs 0.1 PbI3,Spiro-OMeTAD,NIP,,NMS (neostigmine methyl sulfate),22.95,1.15,24.95,1.197,"{'test_name': 'ISOS-D', 'temperature': 25, 'time': 50, 'humidity': 30, 'retained_percentage_cont': 89.39, 'retained_percentage_tret': 89.39}",,,,,,,,,,,,,,,,,,,,,,,,,,Neostigmine methyl sulfate
179,Cs0.05(FA0.79MA0.16)0.95Pb(I0.77Br0.23)3,SnO2 and c-TiO2,n-i-p,Spiro-OMeTAD,PBI-SeO10,17.37,1.118,18.56,1.129,"{'test_name': 'Stability test', 'temperature': '35 ± 5 % RH', 'time': '1000 hours', 'humidity': '35 ± 5 %', 'retained_percentage_cont': 60, 'retained_percentage_tret': 80}",,,,,,,,,,,,,,,,,,,,,,,,,,
181,FA 0.90 Cs 0.10 Pb(I 0.85 Br 0.15)3,TiO2,n-i-p,TOP-3,(5-ammoniumvaleric acid)2PbI4,,,17.7,1.05,"{'test_name': 'Thermal cycle', 'temperature': 85, 'time': 2, 'humidity': 10, 'retained_percentage_cont': 76, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,ammoniumvaleric acid lead iodide
182,MAPbI3,TiO2,NIP,Carbon,1-ethyl-3-methylimidazolium acetate (EMIMAc),14.2,,17.07,,"{'test_name': 'Stability test', 'temperature': 'Room temperature', 'time': '30 days', 'humidity': '20%-60% relative humidity', 'retained_percentage_cont': 69, 'retained_percentage_tret': 89}",,,,,,,,,,,,,,,,,,,,,,,,,,1-Ethyl-3-methylimidazolium acetate
184,MAPbI3,PC60BM,p-i-n,NiO,2PACz,26.58,0.86,21.77,0.86,"{'test_name': 'Light soaking effect', 'temperature': 25, 'time': '5 min', 'humidity': 'Indoor', 'retained_percentage_cont': 21.77, 'retained_percentage_tret': 21.77}",,,,,,,,,,,,,,,,,,,,,,,,,,
185,Cs 0.05 MA 0.35 FA 0.6 PbI 3,SnO2,PIN,Spiro-OMeTAD,formamidine iodide (FAI),18.63,1.05,19.35,1.06,"{'test_name': 'stability', 'temperature': '20 ± 5 °C', 'time': '76 days', 'humidity': '<5% RH', 'retained_percentage_cont': 91, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,formamidine iodide
186,Perovskite,Titania,,,PMMA with titania nanorod arrays,,,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,FA0.98MA0.02)0.95Cs0.05Pb(I0.98Br0.02)3,PC61BM,PIN,BCP,Potassium (4-tert-butoxycarbonylpiperazin-1-yl) methyl trifluoroborate (PTFBK),23.3,1.128,24.99,1.171,"{'test_name': 'Thermal stability', 'temperature': 85, 'time': 1000, 'humidity': None, 'retained_percentage_cont': 60, 'retained_percentage_tret': 87}","{'test_name': 'Humidity stability', 'temperature': 60, 'time': 1500, 'humidity': 70, 'retained_percentage_cont': 70, 'retained_percentage_tret': 90}",,,,"{'test_name': 'Mechanical stability', 'temperature': None, 'time': 5000, 'humidity': None, 'retained_percentage_cont': 65, 'retained_percentage_tret': 85}",,,,,,,,,,,,,,,,,,,,,Potassium [4-(tert-butoxycarbonyl)piperazin-1-yl]methyltrifluoroborate
188,,,,,Zn-PP,15.38,1.07,19.11,1.06,"{'test_name': 'ISOS-T', 'temperature': None, 'time': 550, 'humidity': '45-50', 'retained_percentage_cont': 65, 'retained_percentage_tret': 91}",,,,,,,,,,,,,,,,,,,,,,,,,,
189,Cs2AgBiBr6,,,,Hydroxylamine hydrochloride (HaHc),0.74,0.76,1.99,1.02,"{'test_name': 'Stability test', 'temperature': 27, 'time': '25 days', 'humidity': '70% RH', 'retained_percentage_cont': 80, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,hydroxylamine hydrochloride
191,,,,,N-(4-Cyanophenyl) guanidine hydrochloride,,,23.3,0.87,"{'test_name': 'ISOS-L', 'temperature': 25, 'time': 330, 'humidity': 50, 'retained_percentage_cont': 190, 'retained_percentage_tret': 80}",,,,,,,,,,,,,,,,,,,,,,,,,,N-(4-cyanophenyl)guanidine hydrochloride
192,,,,,1H6An,12.03,853.0,13.28,907.0,"{'test_name': 'ISOS-L', 'temperature': None, 'time': 2500, 'humidity': None, 'retained_percentage_cont': 75, 'retained_percentage_tret': 90}",,,,,,,,,,,,,,,,,,,,,,,,,,
193,,,,,Guanidinium Bromide,18.9,1.0,20.6,1.02,"[{'test_name': 'Stability Test', 'temperature': 25, 'time': 10, 'humidity': None, 'retained_percentage_cont': 65.5, 'retained_percentage_tret': 81.5}]",,,,,,,,,,,,,,,,,,,,,,,,,,guanidinium bromide
194,,,,,p-Phenylenediaminium iodide (PHAI),,,,,"{'test_name': 'ISOS-D', 'temperature': 26, 'time': 1400, 'humidity': None, 'retained_percentage_cont': 88, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,p-Phenylenediammonium iodide
196,,,,,2-MP,,,,,"{'test_name': 'stability', 'temperature': None, 'time': 70000, 'humidity': None, 'retained_percentage_cont': 93, 'retained_percentage_tret': None}",,,,,,,,,,,,,,,,,,,,,,,,,,
