id,year,title,json_output
47,2024,Instability analysis of perovskite solar cells via short-circuit impedance spectroscopy: A case study on NiO x passivation,"{'perovskite_composition': None, 'electron_transport_layer': 'NiO_x', 'pin_nip_structure': 'NIP', 'hole_transport_layer': 'C60/BCP', 'passivating_molecule': '1-iodobutane, 1-phenylethylamine, PbI2', 'control_pce': 13, 'control_voc': None, 'treated_pce': 15, 'treated_voc': None, 'test_1': {'test_name': 'Operational stability test', 'temperature': 25, 'time': 50, 'humidity': None, 'retained_percentage_cont': 30, 'retained_percentage_tret': 50}}"
48,2024,Additive and interface passivation dual synergetic strategy enables reduced voltage loss in wide-bandgap perovskite solar cells,"{'perovskite_composition': 'FA 0.8 Cs 0.2 Pb(I 0.6 Br 0.4)3', 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': '2-ThMAI', 'control_pce': None, 'control_voc': None, 'treated_pce': 19.44, 'treated_voc': 1.327, 'test_1': {'test_name': 'ISOS-L', 'temperature': 25, 'time': 500, 'humidity': None, 'retained_percentage_cont': 70, 'retained_percentage_tret': 94}}"
49,2024,Optimized Carrier Extraction at Interfaces for 23.6% Efficient Tin-Lead Perovskite Solar Cells,"{'perovskite_composition': 'FA0.1Cs0.6MA0.3Pb0.5Sn0.5I3', 'electron_transport_layer': 'PEDOT:PSS', 'pin_nip_structure': 'NIP', 'hole_transport_layer': 'C60/BCP/Ag', 'passivating_molecule': 'EDAI2 and GlyHCl', 'control_pce': 19.6, 'control_voc': 0.79, 'treated_pce': 23.6, 'treated_voc': 0.89, 'test_1': {'test_name': 'ISOS-D', 'temperature': 25, 'time': 200, 'humidity': 'dry', 'retained_percentage_cont': 80, 'retained_percentage_tret': 80}}"
50,2024,Influence of TFSI post-treatment on surface doping and passivation of lead halide perovskites †,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'bis(trifluoromethane)sulfonimide (TFSI)', 'control_pce': 17.3, 'control_voc': None, 'treated_pce': 17.7, 'treated_voc': None, 'test_1': {'test_name': 'ISOS-L-1', 'temperature': 25, 'time': 18, 'humidity': None, 'retained_percentage_cont': 80, 'retained_percentage_tret': 80}}"
51,2024,Revealing the Roles of Guanidine Hydrochloride Ionic Liquid in Ion Inhibition and Defects Passivation for Efficient and Stable Perovskite Solar Cells,"{'perovskite_composition': 'Cs0.05(FA0.83MA0.17)0.95Pb(I0.83Br0.17)3', 'electron_transport_layer': 'SnO2', 'pin_nip_structure': 'PIN', 'hole_transport_layer': 'Spiro-OMeTAD', 'passivating_molecule': 'Tetramethylguanidine hydrochloride (TMGHCL)', 'control_pce': 20.12, 'control_voc': 1.05, 'treated_pce': 22.0, 'treated_voc': 1.12, 'test_1': {'test_name': 'ISOS-LT', 'temperature': 25, 'time': 16, 'humidity': 35, 'retained_percentage_cont': None, 'retained_percentage_tret': 93.29}}"
52,2024,Plasma-Based Technologies for Halide Perovskite Photovoltaics,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'polymerized-fluorocarbon coating (PPFC)', 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': {'test_name': None, 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}}"
53,2024,Halide exchange mediated cation exchange facilitates room temperature co-doping of d-and f-block elements in cesium lead halide perovskite nanoparticles †,"{'perovskite_composition': 'CsPbBr3', 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': ['MnCl2', 'YbCl3'], 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': {'test_name': 'Stability test', 'temperature': None, 'time': '24 hours', 'humidity': None, 'retained_percentage_cont': 70, 'retained_percentage_tret': 65}}"
54,2024,"Tuning anchoring groups of ""Y-Type"" self-assembled hole transport materials for interface passivation in inverted perovskite solar cells","{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'MPA-TB-CA', 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': {'test_name': 'test_1', 'temperature': 65, 'time': 15, 'humidity': 60, 'retained_percentage_cont': 96, 'retained_percentage_tret': 88}}"
55,2024,News & views,"{'perovskite_composition': 'FAPbI3', 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'Methylammonium chloride', 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': {'test_name': None, 'temperature': None, 'time': 150000, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 50}}"
56,2024,Using Post-Treatment Additives for Crystal Modulation and Interface Passivation Enables the Fabrication of Efficient and Stable Perovskite Solar Cells in Air,"{
    ""perovskite_composition"": null,
    ""electron_transport_layer"": null,
    ""pin_nip_structure"": null,
    ""hole_transport_layer"": null,
    ""passivating_molecule"": ""MBene"",
    ""control_pce"": null,
    ""control_voc"": null,
    ""treated_pce"": 24.22,
    ""treated_voc"": 1.16,
    ""treated_jsc"": 25.36,
    ""treated_ff"": 82.35,
    ""test_1"": {
        ""test_name"": ""aging"",
        ""temperature"": ""3000 h in nitrogen atmosphere"",
        ""time"": 3000,
        ""humidity"": ""low (controlled environment)"",
        ""retained_percentage_cont"": 87.47,
        ""retained_percentage_tret"": 94.34
    },
    ""test_2"": {
        ""test_name"": ""humidity"",
        ""temperature"": ""50-60% RH"",
        ""time"": 40,
        ""humidity"": 50-60,
        ""retained_percentage_cont"": 15.63,
        ""retained_percentage_tret"": 85.39
    }
}"
57,2024,Green Solvent Strategies toward Sustainable Perovskite Solar Cell Fabrication,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': [{'name': 'Ethyl Acetate (EA)', 'performance': {'PCE': 20.93, 'stability': {'test_1': {'test_name': 'stability', 'temperature': None, 'time': '750 hours', 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 80}}}}, {'name': 'Methoxybenzene (PhOMe)', 'performance': {'PCE': 19.42, 'stability': {'test_1': {'test_name': 'stability', 'temperature': None, 'time': '750 hours', 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 80}}}}, {'name': 'SAL (Salicylaldehyde)', 'performance': {'PCE': 20.23, 'stability': {'test_1': {'test_name': 'stability', 'temperature': None, 'time': '750 hours', 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 80}}}}], 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': {'test_name': 'stability', 'temperature': None, 'time': '750 hours', 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 80}}"
58,2024,Effective surface passivation for stable and high-performance inverted CsPbI 2 Br perovskite solar cells with efficiency over 15%,"{'perovskite_composition': 'CsPbI2Br', 'electron_transport_layer': 'PCBM', 'pin_nip_structure': 'NIP', 'hole_transport_layer': 'NiOx', 'passivating_molecule': '2-thiophenemethylammonium iodide (TM)', 'control_pce': 11.19, 'control_voc': 0.97, 'treated_pce': 15.07, 'treated_voc': 1.16, 'test_1': {'test_name': 'Stability test', 'temperature': 20, 'time': 1752, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 97.07}}"
59,2024,Lead carbanion anchoring for surface passivation to boost efficiency of inverted perovskite solar cells to over 25%,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'Lead carbanion complex', 'control_pce': None, 'control_voc': None, 'treated_pce': 25.16, 'treated_voc': 1.17, 'test_1': {'test_name': None, 'temperature': None, 'time': 600, 'humidity': 60, 'retained_percentage_cont': 90, 'retained_percentage_tret': None}}"
60,2024,An MBene Modulating the Buried SnO 2 /Perovskite Interface in Perovskite Solar Cells,"{'perovskite_composition': 'FA0.2MA0.8PbI3 and (FAPbI3)0.95(MAPbBr3)0.05', 'electron_transport_layer': 'SnO2', 'pin_nip_structure': None, 'hole_transport_layer': 'Spiro-OMeTAD', 'passivating_molecule': 'MBene', 'control_pce': 20.35, 'control_voc': 1.104, 'treated_pce': 22.34, 'treated_voc': 1.173, 'test_1': {'test_name': 'High humidity stability', 'temperature': 40, 'time': 200, 'humidity': 50, 'retained_percentage_cont': 88.3, 'retained_percentage_tret': None}, 'test_2': {'test_name': 'Thermal stability', 'temperature': 85, 'time': 200, 'humidity': None, 'retained_percentage_cont': 93, 'retained_percentage_tret': None}}"
61,2024,Epitaxial heterodimensional structures for efficient tin halide perovskite LEDs,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'Tryptophan', 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': {'test_name': 'ISOS-L', 'temperature': None, 'time': 23, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}}"
62,2024,Recent Advances in Structure Design and Application of Metal Halide Perovskite-Based Gas Sensor,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'EDABr2', 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': {'test_name': 'ISOS-L', 'temperature': 25, 'time': 24, 'humidity': 50, 'retained_percentage_cont': 85, 'retained_percentage_tret': 85}}"
63,2024,Supporting Information Removing metallic lead defects in the surface layer of lead halide perovskite film using a pulsed UV laser for enhancing the performance of perovskite solar cells,"{'perovskite_composition': '(FAPbI3)0.87 (MAPbBr3)0.13 [CsPbI3]0.92', 'electron_transport_layer': 'TiO2', 'pin_nip_structure': 'PIN', 'hole_transport_layer': None, 'passivating_molecule': None, 'control_pce': 18.65, 'control_voc': 1118, 'treated_pce': 20.72, 'treated_voc': 1136, 'test_1': {'test_name': None, 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}}"
64,2024,Optimizing Surface Passivation of n-Type Quantum Dots for Efficient PbS Quantum Dot Solar Cells,"{'perovskite_composition': None, 'electron_transport_layer': 'ZnO', 'pin_nip_structure': None, 'hole_transport_layer': 'PbS-EDT', 'passivating_molecule': 'PbX2 (halide ligands)', 'control_pce': None, 'control_voc': None, 'treated_pce': 12.53, 'treated_voc': 0.64, 'test_1': {'test_name': None, 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}}"
65,2023,The Two Faces of Capacitance: New Interpretations for Electrical Impedance Measurements of Perovskite Solar Cells and Their Relation to Hysteresis,"{'perovskite_composition': 'MAPbI3', 'electron_transport_layer': 'TiO2', 'pin_nip_structure': None, 'hole_transport_layer': 'Spiro-OMeTAD', 'passivating_molecule': None, 'control_pce': 22.7, 'control_voc': 1.0, 'treated_pce': None, 'treated_voc': None, 'test_1': None}"
66,2024,Phosphorene: A New 2D Material with High Carrier Mobility,"{'perovskite_composition': 'phosphorene and MoS2', 'electron_transport_layer': 'MoS2', 'pin_nip_structure': 'few-layer phosphorene as p-type and MoS2 as n-type', 'hole_transport_layer': 'phosphorene', 'passivating_molecule': None, 'control_pce': 15, 'control_voc': 0.5, 'treated_pce': 18, 'treated_voc': 0.6, 'test_1': None}"
67,2024,Molecular structure effects of passivation agents on the performance of perovskite solar cells,"{'perovskite_composition': 'MAPbI3', 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'sodium dodecyl sulfate (SDS)', 'control_pce': 18.1, 'control_voc': 0.905, 'treated_pce': 20.7, 'treated_voc': 0.955, 'test_1': {'test_name': 'Humidity stability test', 'temperature': 30, 'time': 600, 'humidity': '30-40%', 'retained_percentage_cont': 80, 'retained_percentage_tret': 97.1}}"
68,2024,Mechanism of defect passivation achieved by chemical interaction in inverted perovskite solar cells,"{'perovskite_composition': 'MAPbI3', 'electron_transport_layer': 'PCBM', 'pin_nip_structure': 'PIN', 'hole_transport_layer': 'NiOx', 'passivating_molecule': 'cetyl pyridinium bromide (CPB)', 'control_pce': 18.27, 'control_voc': 1.09, 'treated_pce': 20.53, 'treated_voc': 1.12, 'test_1': {'test_name': 'stability', 'temperature': '30 days', 'time': '30 days', 'humidity': '80 %', 'retained_percentage_cont': 46, 'retained_percentage_tret': 68}}"
69,2024,"Opportunities, Challenges, and Strategies for Scalable Deposition of Metal Halide Perovskite Solar Cells and Modules","{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': None, 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': {'test_name': None, 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': None}, 'test_2': {'test_name': None, 'temperature': None, 'time': None, 'humidity': None, 'retained_percentage_cont': 70, 'retained_percentage_tret': 85}}"
70,2024,Quantitative Surface Passivation Through Drop-on-Demand Inkjet Printing Enables Highly Efficient Perovskite Solar Cells,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': '2-ADAHCl', 'control_pce': None, 'control_voc': None, 'treated_pce': 24.57, 'treated_voc': 1.18, 'test_1': {'test_name': 'ISOS-L', 'temperature': 20, 'time': 1041, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 92}, 'test_2': {'test_name': 'ISOS-T', 'temperature': 20, 'time': 792, 'humidity': None, 'retained_percentage_cont': None, 'retained_percentage_tret': 99}}"
71,2024,A Mini-Review: The Rise of Triple-Junction Silicon-Perovskite-Perovskite Solar Cells,"{'perovskite_composition': None, 'electron_transport_layer': 'C60 and ALD-SnO2', 'pin_nip_structure': None, 'hole_transport_layer': 'NiOx and self-assembled molecules', 'passivating_molecule': 'C60, SnO2, NiOx, and self-assembled molecules', 'control_pce': None, 'control_voc': None, 'treated_pce': None, 'treated_voc': None, 'test_1': {'test_name': 'ISOS-L-3', 'temperature': 65, 'time': 300, 'humidity': 50, 'retained_percentage_cont': 80, 'retained_percentage_tret': None}}"
72,2024,Boosting the performance of CH 3 NH 3 PbI 3 perovskite solar cells with a well-aligned polymeric hole-transporting layer,"{'perovskite_composition': 'CH3NH3PbI3', 'electron_transport_layer': 'TiO2', 'pin_nip_structure': 'NIP', 'hole_transport_layer': 'PPDT2FBT', 'passivating_molecule': None, 'control_pce': 14.2, 'control_voc': 0.95, 'treated_pce': 26.33, 'treated_voc': 1.11, 'test_1': None, 'test_2': None}"
73,2024,Green Material Chlorin e6 Passivation Improves the Efficiency of Perovskite Solar Cells,"{'perovskite_composition': None, 'electron_transport_layer': None, 'pin_nip_structure': None, 'hole_transport_layer': None, 'passivating_molecule': 'Chlorin e6 (CE-6)', 'control_pce': 18.81, 'control_voc': 1.09, 'treated_pce': 21.14, 'treated_voc': 1.12, 'test_1': {'test_name': 'Stability test', 'temperature': 25, 'time': 500, 'humidity': None, 'retained_percentage_cont': 70, 'retained_percentage_tret': 84}}"
74,2024,Sustainable Molecular Passivation via Heat-Induced Disaggregation and Redox Reactions for Inverted Perovskite Solar Cells,"{'perovskite_composition': 'FA 0.8 Cs 0.2 Pb(I 0.8 Br 0.2) 3', 'electron_transport_layer': 'Me-4PACz', 'pin_nip_structure': 'PIN', 'hole_transport_layer': 'PCBM', 'passivating_molecule': '1-methyl-2-thio-1H-imidazole-5-carboxylate (SMC)', 'control_pce': 19.81, 'control_voc': 1.176, 'treated_pce': 23.45, 'treated_voc': 1.275, 'test_1': {'test_name': 'ISOS-LC', 'temperature': 50, 'time': 600, 'humidity': None, 'retained_percentage_cont': 94, 'retained_percentage_tret': 94}}"
